time,电网功率(kW),正向有功总电能,反向有功总电能
2026-02-26 01:48:00,60.0,109.0,0.0
2026-02-26 01:49:00,60.0,110.0,0.0
2026-02-26 01:50:00,60.0,111.0,0.0
2026-02-26 01:51:00,60.0,112.0,0.0
2026-02-26 01:52:00,60.0,113.0,0.0
2026-02-26 01:53:00,60.0,114.0,0.0
2026-02-26 01:54:00,60.0,115.0,0.0
2026-02-26 01:55:00,60.0,116.0,0.0
2026-02-26 01:56:00,60.0,117.0,0.0
2026-02-26 01:57:00,60.0,118.0,0.0
2026-02-26 01:58:00,60.0,119.0,0.0
2026-02-26 01:59:00,60.0,120.0,0.0
2026-02-26 02:00:00,60.0,121.0,0.0
2026-02-26 02:01:00,60.0,122.0,0.0
2026-02-26 02:02:00,60.0,123.0,0.0
2026-02-26 02:03:00,60.0,124.0,0.0
2026-02-26 02:04:00,60.0,125.0,0.0
2026-02-26 02:05:00,60.0,126.0,0.0
2026-02-26 02:06:00,60.0,127.0,0.0
2026-02-26 02:07:00,60.0,128.0,0.0
2026-02-26 02:08:00,60.0,129.0,0.0
2026-02-26 02:09:00,60.0,130.0,0.0
2026-02-26 02:10:00,60.0,131.0,0.0
2026-02-26 02:11:00,60.0,132.0,0.0
2026-02-26 02:12:00,60.0,133.0,0.0
2026-02-26 02:13:00,60.0,134.0,0.0
2026-02-26 02:14:00,60.0,135.0,0.0
2026-02-26 02:15:00,60.0,136.0,0.0
2026-02-26 02:16:00,60.0,137.0,0.0
2026-02-26 02:17:00,60.0,138.0,0.0
2026-02-26 02:18:00,60.0,139.0,0.0
2026-02-26 02:19:00,60.0,140.0,0.0
2026-02-26 02:20:00,60.0,141.0,0.0
2026-02-26 02:21:00,60.0,142.0,0.0
2026-02-26 02:22:00,60.0,143.0,0.0
2026-02-26 02:23:00,60.0,144.0,0.0
2026-02-26 02:24:00,60.0,145.0,0.0
2026-02-26 02:25:00,60.0,146.0,0.0
2026-02-26 02:26:00,60.0,147.0,0.0
2026-02-26 02:27:00,60.0,148.0,0.0
2026-02-26 02:28:00,60.0,149.0,0.0
2026-02-26 02:29:00,60.0,150.0,0.0
2026-02-26 02:30:00,60.0,151.0,0.0
2026-02-26 02:31:00,60.0,152.0,0.0
2026-02-26 02:32:00,60.0,153.0,0.0
2026-02-26 02:33:00,60.0,154.0,0.0
2026-02-26 02:34:00,60.0,155.0,0.0
2026-02-26 02:35:00,60.0,156.0,0.0
2026-02-26 02:36:00,60.0,157.0,0.0
2026-02-26 02:37:00,60.0,158.0,0.0
2026-02-26 02:38:00,60.0,159.0,0.0
2026-02-26 02:39:00,60.0,160.0,0.0
2026-02-26 02:40:00,60.0,161.0,0.0
2026-02-26 02:41:00,60.0,162.0,0.0
2026-02-26 02:42:00,60.0,163.0,0.0
2026-02-26 02:43:00,60.0,164.0,0.0
2026-02-26 02:44:00,60.0,165.0,0.0
2026-02-26 02:45:00,60.0,166.0,0.0
2026-02-26 02:46:00,60.0,167.0,0.0
2026-02-26 02:47:00,60.0,168.0,0.0
2026-02-26 02:48:00,60.0,169.0,0.0
2026-02-26 02:49:00,60.0,170.0,0.0
2026-02-26 02:50:00,60.0,171.0,0.0
2026-02-26 02:51:00,60.0,172.0,0.0
2026-02-26 02:52:00,60.0,173.0,0.0
2026-02-26 02:53:00,60.0,174.0,0.0
2026-02-26 02:54:00,60.0,175.0,0.0
2026-02-26 02:55:00,60.0,176.0,0.0
2026-02-26 02:56:00,60.0,177.0,0.0
2026-02-26 02:57:00,60.0,178.0,0.0
2026-02-26 02:58:00,60.0,179.0,0.0
2026-02-26 02:59:00,60.0,180.0,0.0
2026-02-26 03:00:00,60.0,181.0,0.0
2026-02-26 03:01:00,60.0,182.0,0.0
2026-02-26 03:02:00,60.0,183.0,0.0
2026-02-26 03:03:00,60.0,184.0,0.0
2026-02-26 03:04:00,60.0,185.0,0.0
2026-02-26 03:05:00,60.0,186.0,0.0
2026-02-26 03:06:00,60.0,187.0,0.0
2026-02-26 03:07:00,60.0,188.0,0.0
2026-02-26 03:08:00,60.0,189.0,0.0
2026-02-26 03:09:00,60.0,190.0,0.0
2026-02-26 03:10:00,60.0,191.0,0.0
2026-02-26 03:11:00,60.0,192.0,0.0
2026-02-26 03:12:00,60.0,193.0,0.0
2026-02-26 03:13:00,60.0,194.0,0.0
2026-02-26 03:14:00,60.0,195.0,0.0
2026-02-26 03:15:00,60.0,196.0,0.0
2026-02-26 03:16:00,60.0,197.0,0.0
2026-02-26 03:17:00,60.0,198.0,0.0
2026-02-26 03:18:00,60.0,199.0,0.0
2026-02-26 03:19:00,60.0,200.0,0.0
2026-02-26 03:20:00,60.0,201.0,0.0
2026-02-26 03:21:00,60.0,202.0,0.0
2026-02-26 03:22:00,60.0,203.0,0.0
2026-02-26 03:23:00,60.0,204.0,0.0
2026-02-26 03:24:00,60.0,205.0,0.0
2026-02-26 03:25:00,60.0,206.0,0.0
2026-02-26 03:26:00,60.0,207.0,0.0
2026-02-26 03:27:00,60.0,208.0,0.0
2026-02-26 03:28:00,60.0,209.0,0.0
2026-02-26 03:29:00,60.0,210.0,0.0
2026-02-26 03:30:00,60.0,211.0,0.0
2026-02-26 03:31:00,60.0,212.0,0.0
2026-02-26 03:32:00,60.0,213.0,0.0
2026-02-26 03:33:00,60.0,214.0,0.0
2026-02-26 03:34:00,60.0,215.0,0.0
2026-02-26 03:35:00,60.0,216.0,0.0
2026-02-26 03:36:00,60.0,217.0,0.0
2026-02-26 03:37:00,60.0,218.0,0.0
2026-02-26 03:38:00,60.0,219.0,0.0
2026-02-26 03:39:00,60.0,220.0001,0.0
2026-02-26 03:40:00,60.0,221.0001,0.0
2026-02-26 03:41:00,60.0,222.0001,0.0
2026-02-26 03:42:00,60.0,223.0001,0.0
2026-02-26 03:43:00,60.0,224.0001,0.0
2026-02-26 03:44:00,60.0,225.0001,0.0
2026-02-26 03:45:00,60.0,226.0001,0.0
2026-02-26 03:46:00,60.0,227.0001,0.0
2026-02-26 03:47:00,60.0,228.0001,0.0
2026-02-26 03:48:00,60.0,229.0001,0.0
2026-02-26 03:49:00,60.0,230.0001,0.0
2026-02-26 03:50:00,60.0,231.0001,0.0
2026-02-26 03:51:00,60.0,232.0001,0.0
2026-02-26 03:52:00,60.0,233.0001,0.0
2026-02-26 03:53:00,60.0,234.0001,0.0
2026-02-26 03:54:00,60.0,235.0001,0.0
2026-02-26 03:55:00,60.001,236.0001,0.0
2026-02-26 03:56:00,60.001,237.0002,0.0
2026-02-26 03:57:00,60.001,238.0002,0.0
2026-02-26 03:58:00,60.001,239.0002,0.0
2026-02-26 03:59:00,60.001,240.0002,0.0
2026-02-26 04:00:00,60.001,241.0002,0.0
2026-02-26 04:01:00,60.001,242.0002,0.0
2026-02-26 04:02:00,60.001,243.0002,0.0
2026-02-26 04:03:00,60.001,244.0002,0.0
2026-02-26 04:04:00,60.001,245.0003,0.0
2026-02-26 04:05:00,60.001,246.0003,0.0
2026-02-26 04:06:00,60.001,247.0003,0.0
2026-02-26 04:07:00,60.001,248.0003,0.0
2026-02-26 04:08:00,60.001,249.0003,0.0
2026-02-26 04:09:00,60.001,250.0003,0.0
2026-02-26 04:10:00,60.001,251.0004,0.0
2026-02-26 04:11:00,60.001,252.0004,0.0
2026-02-26 04:12:00,60.001,253.0004,0.0
2026-02-26 04:13:00,60.002,254.0004,0.0
2026-02-26 04:14:00,60.002,255.0005,0.0
2026-02-26 04:15:00,60.002,256.0005,0.0
2026-02-26 04:16:00,60.002,257.0005,0.0
2026-02-26 04:17:00,60.002,258.0006,0.0
2026-02-26 04:18:00,60.002,259.0006,0.0
2026-02-26 04:19:00,60.002,260.0006,0.0
2026-02-26 04:20:00,60.002,261.0007,0.0
2026-02-26 04:21:00,60.002,262.0007,0.0
2026-02-26 04:22:00,60.003,263.0007,0.0
2026-02-26 04:23:00,60.003,264.0008,0.0
2026-02-26 04:24:00,60.003,265.0008,0.0
2026-02-26 04:25:00,60.003,266.0009,0.0
2026-02-26 04:26:00,60.003,267.0009,0.0
2026-02-26 04:27:00,60.003,268.001,0.0
2026-02-26 04:28:00,60.003,269.001,0.0
2026-02-26 04:29:00,60.004,270.0011,0.0
2026-02-26 04:30:00,60.004,271.0012,0.0
2026-02-26 04:31:00,60.004,272.0012,0.0
2026-02-26 04:32:00,60.004,273.0013,0.0
2026-02-26 04:33:00,60.005,274.0014,0.0
2026-02-26 04:34:00,60.005,275.0015,0.0
2026-02-26 04:35:00,60.005,276.0016,0.0
2026-02-26 04:36:00,60.005,277.0016,0.0
2026-02-26 04:37:00,60.006,278.0017,0.0
2026-02-26 04:38:00,60.006,279.0018,0.0
2026-02-26 04:39:00,60.006,280.0019,0.0
2026-02-26 04:40:00,60.007,281.0021,0.0
2026-02-26 04:41:00,60.007,282.0022,0.0
2026-02-26 04:42:00,60.007,283.0023,0.0
2026-02-26 04:43:00,60.008,284.0024,0.0
2026-02-26 04:44:00,60.008,285.0026,0.0
2026-02-26 04:45:00,60.009,286.0027,0.0
2026-02-26 04:46:00,60.009,287.0029,0.0
2026-02-26 04:47:00,60.01,288.003,0.0
2026-02-26 04:48:00,60.01,289.0032,0.0
2026-02-26 04:49:00,60.011,290.0034,0.0
2026-02-26 04:50:00,60.011,291.0035,0.0
2026-02-26 04:51:00,60.012,292.0037,0.0
2026-02-26 04:52:00,60.012,293.0039,0.0
2026-02-26 04:53:00,60.013,294.0042,0.0
2026-02-26 04:54:00,60.014,295.0044,0.0
2026-02-26 04:55:00,60.014,296.0046,0.0
2026-02-26 04:56:00,60.015,297.0049,0.0
2026-02-26 04:57:00,60.016,298.0051,0.0
2026-02-26 04:58:00,60.017,299.0054,0.0
2026-02-26 04:59:00,60.018,300.0057,0.0
2026-02-26 05:00:00,60.018,301.006,0.0
2026-02-26 05:01:00,60.019,302.0063,0.0
2026-02-26 05:02:00,60.02,303.0067,0.0
2026-02-26 05:03:00,60.021,304.007,0.0
2026-02-26 05:04:00,60.022,305.0074,0.0
2026-02-26 05:05:00,60.023,306.0078,0.0
2026-02-26 05:06:00,60.025,307.0082,0.0
2026-02-26 05:07:00,60.026,308.0086,0.0
2026-02-26 05:08:00,60.027,309.0091,0.0
2026-02-26 05:09:00,60.028,310.0096,0.0
2026-02-26 05:10:00,60.03,311.0101,0.0
2026-02-26 05:11:00,60.031,312.0106,0.0
2026-02-26 05:12:00,60.033,313.0111,0.0
2026-02-26 05:13:00,60.034,314.0117,0.0
2026-02-26 05:14:00,60.036,315.0123,0.0
2026-02-26 05:15:00,60.038,316.0129,0.0
2026-02-26 05:16:00,60.04,317.0136,0.0
2026-02-26 05:17:00,60.042,318.0143,0.0
2026-02-26 05:18:00,60.044,319.015,0.0
2026-02-26 05:19:00,60.046,320.0158,0.0
2026-02-26 05:20:00,60.048,321.0166,0.0
2026-02-26 05:21:00,60.05,322.0174,0.0
2026-02-26 05:22:00,60.052,323.0183,0.0
2026-02-26 05:23:00,60.055,324.0192,0.0
2026-02-26 05:24:00,60.057,325.0202,0.0
2026-02-26 05:25:00,60.06,326.0212,0.0
2026-02-26 05:26:00,60.063,327.0222,0.0
2026-02-26 05:27:00,60.066,328.0233,0.0
2026-02-26 05:28:00,60.069,329.0244,0.0
2026-02-26 05:29:00,60.072,330.0256,0.0
2026-02-26 05:30:00,60.075,331.0269,0.0
2026-02-26 05:31:00,60.078,332.0282,0.0
2026-02-26 05:32:00,60.082,333.0296,0.0
2026-02-26 05:33:00,60.086,334.031,0.0
2026-02-26 05:34:00,60.089,335.0325,0.0
2026-02-26 05:35:00,60.093,336.034,0.0
2026-02-26 05:36:00,60.098,337.0357,0.0
2026-02-26 05:37:00,60.102,338.0374,0.0
2026-02-26 05:38:00,60.106,339.0391,0.0
2026-02-26 05:39:00,60.111,340.041,0.0
2026-02-26 05:40:00,60.116,341.0429,0.0
2026-02-26 05:41:00,60.121,342.0449,0.0
2026-02-26 05:42:00,60.126,343.047,0.0
2026-02-26 05:43:00,60.132,344.0492,0.0
2026-02-26 05:44:00,60.137,345.0515,0.0
2026-02-26 05:45:00,60.143,346.0539,0.0
2026-02-26 05:46:00,60.149,347.0564,0.0
2026-02-26 05:47:00,60.156,348.059,0.0
2026-02-26 05:48:00,60.162,349.0617,0.0
2026-02-26 05:49:00,60.169,350.0645,0.0
2026-02-26 05:50:00,60.176,351.0675,0.0
2026-02-26 05:51:00,60.184,352.0705,0.0
2026-02-26 05:52:00,60.191,353.0737,0.0
2026-02-26 05:53:00,60.199,354.077,0.0
2026-02-26 05:54:00,60.208,355.0805,0.0
2026-02-26 05:55:00,60.216,356.0841,0.0
2026-02-26 05:56:00,60.225,357.0879,0.0
2026-02-26 05:57:00,60.234,358.0918,0.0
2026-02-26 05:58:00,60.244,359.0958,0.0
2026-02-26 05:59:00,60.254,360.1,0.0
2026-02-26 06:00:00,60.264,361.1044,0.0
2026-02-26 06:01:00,59.882,362.1025,0.0
2026-02-26 06:02:00,59.5,363.0941,0.0
2026-02-26 06:03:00,59.119,364.0794,0.0
2026-02-26 06:04:00,58.738,365.0584,0.0
2026-02-26 06:05:00,58.357,366.031,0.0
2026-02-26 06:06:00,57.977,366.9973,0.0
2026-02-26 06:07:00,57.598,367.9573,0.0
2026-02-26 06:08:00,57.219,368.9109,0.0
2026-02-26 06:09:00,56.84,369.8583,0.0
2026-02-26 06:10:00,56.462,370.7993,0.0
2026-02-26 06:11:00,56.085,371.7341,0.0
2026-02-26 06:12:00,55.708,372.6625,0.0
2026-02-26 06:13:00,55.332,373.5847,0.0
2026-02-26 06:14:00,54.957,374.5007,0.0
2026-02-26 06:15:00,54.582,375.4104,0.0
2026-02-26 06:16:00,54.208,376.3138,0.0
2026-02-26 06:17:00,53.834,377.2111,0.0
2026-02-26 06:18:00,53.461,378.1021,0.0
2026-02-26 06:19:00,53.089,378.9869,0.0
2026-02-26 06:20:00,52.718,379.8655,0.0
2026-02-26 06:21:00,52.347,380.738,0.0
2026-02-26 06:22:00,51.978,381.6043,0.0
2026-02-26 06:23:00,51.609,382.4644,0.0
2026-02-26 06:24:00,51.241,383.3185,0.0
2026-02-26 06:25:00,50.874,384.1664,0.0
2026-02-26 06:26:00,50.508,385.0081,0.0
2026-02-26 06:27:00,50.142,385.8439,0.0
2026-02-26 06:28:00,49.778,386.6735,0.0
2026-02-26 06:29:00,49.415,387.4971,0.0
2026-02-26 06:30:00,49.053,388.3146,0.0
2026-02-26 06:31:00,48.692,389.1261,0.0
2026-02-26 06:32:00,48.331,389.9317,0.0
2026-02-26 06:33:00,47.972,390.7312,0.0
2026-02-26 06:34:00,47.614,391.5248,0.0
2026-02-26 06:35:00,47.258,392.3124,0.0
2026-02-26 06:36:00,46.902,393.0941,0.0
2026-02-26 06:37:00,46.548,393.8699,0.0
2026-02-26 06:38:00,46.195,394.6398,0.0
2026-02-26 06:39:00,45.843,395.4039,0.0
2026-02-26 06:40:00,45.492,396.1621,0.0
2026-02-26 06:41:00,45.143,396.9145,0.0
2026-02-26 06:42:00,44.795,397.661,0.0
2026-02-26 06:43:00,44.449,398.4019,0.0
2026-02-26 06:44:00,44.104,399.1369,0.0
2026-02-26 06:45:00,43.76,399.8662,0.0
2026-02-26 06:46:00,43.418,400.5899,0.0
2026-02-26 06:47:00,43.077,401.3078,0.0
2026-02-26 06:48:00,42.738,402.0201,0.0
2026-02-26 06:49:00,42.4,402.7268,0.0
2026-02-26 06:50:00,42.064,403.4279,0.0
2026-02-26 06:51:00,41.73,404.1234,0.0
2026-02-26 06:52:00,41.397,404.8133,0.0
2026-02-26 06:53:00,41.066,405.4978,0.0
2026-02-26 06:54:00,40.737,406.1767,0.0
2026-02-26 06:55:00,40.41,406.8502,0.0
2026-02-26 06:56:00,40.084,407.5183,0.0
2026-02-26 06:57:00,39.76,408.1809,0.0
2026-02-26 06:58:00,39.438,408.8382,0.0
2026-02-26 06:59:00,39.117,409.4902,0.0
2026-02-26 07:00:00,38.799,410.1369,0.0
2026-02-26 07:01:00,38.483,410.7782,0.0
2026-02-26 07:02:00,38.168,411.4144,0.0
2026-02-26 07:03:00,37.856,412.0453,0.0
2026-02-26 07:04:00,37.545,412.671,0.0
2026-02-26 07:05:00,37.237,413.2917,0.0
2026-02-26 07:06:00,36.93,413.9072,0.0
2026-02-26 07:07:00,36.626,414.5176,0.0
2026-02-26 07:08:00,36.324,415.123,0.0
2026-02-26 07:09:00,36.024,415.7234,0.0
2026-02-26 07:10:00,35.727,416.3189,0.0
2026-02-26 07:11:00,35.431,416.9094,0.0
2026-02-26 07:12:00,35.138,417.495,0.0
2026-02-26 07:13:00,34.847,418.0758,0.0
2026-02-26 07:14:00,34.559,418.6518,0.0
2026-02-26 07:15:00,34.272,419.223,0.0
2026-02-26 07:16:00,33.989,419.7895,0.0
2026-02-26 07:17:00,33.707,420.3512,0.0
2026-02-26 07:18:00,33.428,420.9084,0.0
2026-02-26 07:19:00,33.152,421.4609,0.0
2026-02-26 07:20:00,32.878,422.0089,0.0
2026-02-26 07:21:00,32.606,422.5523,0.0
2026-02-26 07:22:00,32.337,423.0913,0.0
2026-02-26 07:23:00,32.071,423.6258,0.0
2026-02-26 07:24:00,31.807,424.1559,0.0
2026-02-26 07:25:00,31.546,424.6817,0.0
2026-02-26 07:26:00,31.287,425.2031,0.0
2026-02-26 07:27:00,31.031,425.7203,0.0
2026-02-26 07:28:00,30.778,426.2333,0.0
2026-02-26 07:29:00,30.528,426.7421,0.0
2026-02-26 07:30:00,30.28,427.2467,0.0
2026-02-26 07:31:00,30.035,427.7473,0.0
2026-02-26 07:32:00,29.793,428.2438,0.0
2026-02-26 07:33:00,29.553,428.7364,0.0
2026-02-26 07:34:00,29.316,429.225,0.0
2026-02-26 07:35:00,29.083,429.7097,0.0
2026-02-26 07:36:00,28.852,430.1906,0.0
2026-02-26 07:37:00,28.623,430.6676,0.0
2026-02-26 07:38:00,28.398,431.1409,0.0
2026-02-26 07:39:00,28.176,431.6105,0.0
2026-02-26 07:40:00,27.956,432.0765,0.0
2026-02-26 07:41:00,27.74,432.5388,0.0
2026-02-26 07:42:00,27.526,432.9976,0.0
2026-02-26 07:43:00,27.315,433.4528,0.0
2026-02-26 07:44:00,27.108,433.9046,0.0
2026-02-26 07:45:00,26.903,434.353,0.0
2026-02-26 07:46:00,26.701,434.798,0.0
2026-02-26 07:47:00,26.502,435.2397,0.0
2026-02-26 07:48:00,26.306,435.6781,0.0
2026-02-26 07:49:00,26.113,436.1134,0.0
2026-02-26 07:50:00,25.923,436.5454,0.0
2026-02-26 07:51:00,25.736,436.9743,0.0
2026-02-26 07:52:00,25.552,437.4002,0.0
2026-02-26 07:53:00,25.371,437.8231,0.0
2026-02-26 07:54:00,25.193,438.243,0.0
2026-02-26 07:55:00,25.018,438.6599,0.0
2026-02-26 07:56:00,24.846,439.074,0.0
2026-02-26 07:57:00,24.677,439.4853,0.0
2026-02-26 07:58:00,24.51,439.8938,0.0
2026-02-26 07:59:00,24.347,440.2996,0.0
2026-02-26 08:00:00,34.187,440.8694,0.0
2026-02-26 08:01:00,34.029,441.4365,0.0
2026-02-26 08:02:00,33.875,442.0011,0.0
2026-02-26 08:03:00,33.723,442.5632,0.0
2026-02-26 08:04:00,33.574,443.1227,0.0
2026-02-26 08:05:00,33.429,443.6799,0.0
2026-02-26 08:06:00,33.285,444.2346,0.0
2026-02-26 08:07:00,33.145,444.787,0.0
2026-02-26 08:08:00,33.008,445.3372,0.0
2026-02-26 08:09:00,32.873,445.8851,0.0
2026-02-26 08:10:00,32.741,446.4308,0.0
2026-02-26 08:11:00,32.612,446.9743,0.0
2026-02-26 08:12:00,32.486,447.5157,0.0
2026-02-26 08:13:00,32.362,448.0551,0.0
2026-02-26 08:14:00,32.241,448.5924,0.0
2026-02-26 08:15:00,32.122,449.1278,0.0
2026-02-26 08:16:00,32.006,449.6612,0.0
2026-02-26 08:17:00,31.893,450.1928,0.0
2026-02-26 08:18:00,31.782,450.7225,0.0
2026-02-26 08:19:00,31.673,451.2503,0.0
2026-02-26 08:20:00,31.567,451.7765,0.0
2026-02-26 08:21:00,31.463,452.3008,0.0
2026-02-26 08:22:00,31.362,452.8235,0.0
2026-02-26 08:23:00,31.263,453.3446,0.0
2026-02-26 08:24:00,31.166,453.864,0.0
2026-02-26 08:25:00,31.071,454.3819,0.0
2026-02-26 08:26:00,30.979,454.8982,0.0
2026-02-26 08:27:00,30.888,455.413,0.0
2026-02-26 08:28:00,30.8,455.9263,0.0
2026-02-26 08:29:00,30.714,456.4382,0.0
2026-02-26 08:30:00,30.629,456.9487,0.0
2026-02-26 08:31:00,30.547,457.4578,0.0
2026-02-26 08:32:00,30.466,457.9656,0.0
2026-02-26 08:33:00,30.387,458.472,0.0
2026-02-26 08:34:00,30.31,458.9772,0.0
2026-02-26 08:35:00,30.234,459.4811,0.0
2026-02-26 08:36:00,30.16,459.9838,0.0
2026-02-26 08:37:00,30.088,460.4852,0.0
2026-02-26 08:38:00,30.017,460.9855,0.0
2026-02-26 08:39:00,29.947,461.4846,0.0
2026-02-26 08:40:00,29.879,461.9826,0.0
2026-02-26 08:41:00,29.811,462.4794,0.0
2026-02-26 08:42:00,29.746,462.9752,0.0
2026-02-26 08:43:00,29.681,463.4699,0.0
2026-02-26 08:44:00,29.617,463.9635,0.0
2026-02-26 08:45:00,29.554,464.4561,0.0
2026-02-26 08:46:00,29.492,464.9476,0.0
2026-02-26 08:47:00,29.431,465.4381,0.0
2026-02-26 08:48:00,29.371,465.9277,0.0
2026-02-26 08:49:00,29.311,466.4162,0.0
2026-02-26 08:50:00,29.252,466.9037,0.0
2026-02-26 08:51:00,29.194,467.3903,0.0
2026-02-26 08:52:00,29.136,467.8759,0.0
2026-02-26 08:53:00,29.078,468.3605,0.0
2026-02-26 08:54:00,29.021,468.8442,0.0
2026-02-26 08:55:00,28.963,469.3269,0.0
2026-02-26 08:56:00,28.906,469.8087,0.0
2026-02-26 08:57:00,28.849,470.2895,0.0
2026-02-26 08:58:00,28.792,470.7694,0.0
2026-02-26 08:59:00,28.735,471.2483,0.0
2026-02-26 09:00:00,28.677,471.7262,0.0
2026-02-26 09:01:00,28.619,472.2032,0.0
2026-02-26 09:02:00,28.561,472.6792,0.0
2026-02-26 09:03:00,28.503,473.1543,0.0
2026-02-26 09:04:00,28.444,473.6283,0.0
2026-02-26 09:05:00,28.384,474.1014,0.0
