time,电网功率(kW),正向有功总电能,反向有功总电能
2026-02-26 03:46:00,45.001,170.2502,0.0
2026-02-26 03:47:00,45.001,171.0002,0.0
2026-02-26 03:48:00,45.001,171.7502,0.0
2026-02-26 03:49:00,45.001,172.5002,0.0
2026-02-26 03:50:00,45.001,173.2502,0.0
2026-02-26 03:51:00,45.001,174.0002,0.0
2026-02-26 03:52:00,45.001,174.7502,0.0
2026-02-26 03:53:00,45.001,175.5002,0.0
2026-02-26 03:54:00,45.001,176.2503,0.0
2026-02-26 03:55:00,45.001,177.0003,0.0
2026-02-26 03:56:00,45.001,177.7503,0.0
2026-02-26 03:57:00,45.001,178.5003,0.0
2026-02-26 03:58:00,45.001,179.2503,0.0
2026-02-26 03:59:00,45.001,180.0004,0.0
2026-02-26 04:00:00,45.002,180.7504,0.0
2026-02-26 04:01:00,45.002,181.5004,0.0
2026-02-26 04:02:00,45.002,182.2504,0.0
2026-02-26 04:03:00,45.002,183.0005,0.0
2026-02-26 04:04:00,45.002,183.7505,0.0
2026-02-26 04:05:00,45.002,184.5005,0.0
2026-02-26 04:06:00,45.002,185.2506,0.0
2026-02-26 04:07:00,45.002,186.0006,0.0
2026-02-26 04:08:00,45.002,186.7507,0.0
2026-02-26 04:09:00,45.003,187.5007,0.0
2026-02-26 04:10:00,45.003,188.2508,0.0
2026-02-26 04:11:00,45.003,189.0008,0.0
2026-02-26 04:12:00,45.003,189.7509,0.0
2026-02-26 04:13:00,45.003,190.5009,0.0
2026-02-26 04:14:00,45.004,191.251,0.0
2026-02-26 04:15:00,45.004,192.001,0.0
2026-02-26 04:16:00,45.004,192.7511,0.0
2026-02-26 04:17:00,45.004,193.5012,0.0
2026-02-26 04:18:00,45.005,194.2513,0.0
2026-02-26 04:19:00,45.005,195.0013,0.0
2026-02-26 04:20:00,45.005,195.7514,0.0
2026-02-26 04:21:00,45.006,196.5015,0.0
2026-02-26 04:22:00,45.006,197.2516,0.0
2026-02-26 04:23:00,45.006,198.0017,0.0
2026-02-26 04:24:00,45.007,198.7518,0.0
2026-02-26 04:25:00,45.007,199.5019,0.0
2026-02-26 04:26:00,45.007,200.2521,0.0
2026-02-26 04:27:00,45.008,201.0022,0.0
2026-02-26 04:28:00,45.008,201.7523,0.0
2026-02-26 04:29:00,45.009,202.5025,0.0
2026-02-26 04:30:00,45.009,203.2526,0.0
2026-02-26 04:31:00,45.01,204.0028,0.0
2026-02-26 04:32:00,45.01,204.753,0.0
2026-02-26 04:33:00,45.011,205.5032,0.0
2026-02-26 04:34:00,45.012,206.2534,0.0
2026-02-26 04:35:00,45.012,207.0036,0.0
2026-02-26 04:36:00,45.013,207.7538,0.0
2026-02-26 04:37:00,45.014,208.504,0.0
2026-02-26 04:38:00,45.015,209.2543,0.0
2026-02-26 04:39:00,45.016,210.0045,0.0
2026-02-26 04:40:00,45.017,210.7548,0.0
2026-02-26 04:41:00,45.017,211.5051,0.0
2026-02-26 04:42:00,45.018,212.2554,0.0
2026-02-26 04:43:00,45.02,213.0057,0.0
2026-02-26 04:44:00,45.021,213.7561,0.0
2026-02-26 04:45:00,45.022,214.5064,0.0
2026-02-26 04:46:00,45.023,215.2568,0.0
2026-02-26 04:47:00,45.024,216.0072,0.0
2026-02-26 04:48:00,45.026,216.7576,0.0
2026-02-26 04:49:00,45.027,217.5081,0.0
2026-02-26 04:50:00,45.029,218.2586,0.0
2026-02-26 04:51:00,45.03,219.0091,0.0
2026-02-26 04:52:00,45.032,219.7596,0.0
2026-02-26 04:53:00,45.034,220.5102,0.0
2026-02-26 04:54:00,45.035,221.2608,0.0
2026-02-26 04:55:00,45.037,222.0114,0.0
2026-02-26 04:56:00,45.039,222.762,0.0
2026-02-26 04:57:00,45.042,223.5127,0.0
2026-02-26 04:58:00,45.044,224.2635,0.0
2026-02-26 04:59:00,45.046,225.0142,0.0
2026-02-26 05:00:00,45.049,225.765,0.0
2026-02-26 05:01:00,45.051,226.5159,0.0
2026-02-26 05:02:00,45.054,227.2668,0.0
2026-02-26 05:03:00,45.057,228.0177,0.0
2026-02-26 05:04:00,45.06,228.7687,0.0
2026-02-26 05:05:00,45.063,229.5198,0.0
2026-02-26 05:06:00,45.066,230.2709,0.0
2026-02-26 05:07:00,45.07,231.022,0.0
2026-02-26 05:08:00,45.073,231.7733,0.0
2026-02-26 05:09:00,45.077,232.5246,0.0
2026-02-26 05:10:00,45.081,233.2759,0.0
2026-02-26 05:11:00,45.085,234.0273,0.0
2026-02-26 05:12:00,45.09,234.7788,0.0
2026-02-26 05:13:00,45.094,235.5304,0.0
2026-02-26 05:14:00,45.099,236.282,0.0
2026-02-26 05:15:00,45.104,237.0338,0.0
2026-02-26 05:16:00,45.109,237.7856,0.0
2026-02-26 05:17:00,45.115,238.5375,0.0
2026-02-26 05:18:00,45.12,239.2895,0.0
2026-02-26 05:19:00,45.126,240.0416,0.0
2026-02-26 05:20:00,45.133,240.7938,0.0
2026-02-26 05:21:00,45.139,241.5461,0.0
2026-02-26 05:22:00,45.146,242.2986,0.0
2026-02-26 05:23:00,45.153,243.0511,0.0
2026-02-26 05:24:00,45.16,243.8038,0.0
2026-02-26 05:25:00,45.168,244.5566,0.0
2026-02-26 05:26:00,45.176,245.3095,0.0
2026-02-26 05:27:00,45.185,246.0626,0.0
2026-02-26 05:28:00,45.194,246.8158,0.0
2026-02-26 05:29:00,45.203,247.5692,0.0
2026-02-26 05:30:00,45.213,248.3228,0.0
2026-02-26 05:31:00,45.223,249.0765,0.0
2026-02-26 05:32:00,45.233,249.8304,0.0
2026-02-26 05:33:00,45.244,250.5844,0.0
2026-02-26 05:34:00,45.255,251.3387,0.0
2026-02-26 05:35:00,45.267,252.0931,0.0
2026-02-26 05:36:00,45.28,252.8478,0.0
2026-02-26 05:37:00,45.293,253.6027,0.0
2026-02-26 05:38:00,45.306,254.3578,0.0
2026-02-26 05:39:00,45.32,255.1131,0.0
2026-02-26 05:40:00,45.335,255.8687,0.0
2026-02-26 05:41:00,45.35,256.6245,0.0
2026-02-26 05:42:00,45.365,257.3806,0.0
2026-02-26 05:43:00,45.382,258.137,0.0
2026-02-26 05:44:00,45.399,258.8936,0.0
2026-02-26 05:45:00,45.417,259.6506,0.0
2026-02-26 05:46:00,45.435,260.4078,0.0
2026-02-26 05:47:00,45.454,261.1654,0.0
2026-02-26 05:48:00,45.474,261.9233,0.0
2026-02-26 05:49:00,45.495,262.6815,0.0
2026-02-26 05:50:00,45.516,263.4402,0.0
2026-02-26 05:51:00,45.539,264.1991,0.0
2026-02-26 05:52:00,45.562,264.9585,0.0
2026-02-26 05:53:00,45.586,265.7183,0.0
2026-02-26 05:54:00,45.611,266.4785,0.0
2026-02-26 05:55:00,45.637,267.2391,0.0
2026-02-26 05:56:00,45.664,268.0001,0.0
2026-02-26 05:57:00,45.692,268.7617,0.0
2026-02-26 05:58:00,45.721,269.5237,0.0
2026-02-26 05:59:00,45.751,270.2862,0.0
2026-02-26 06:00:00,45.782,271.0492,0.0
2026-02-26 06:01:00,45.64,271.8099,0.0
2026-02-26 06:02:00,45.498,272.5682,0.0
2026-02-26 06:03:00,45.358,273.3242,0.0
2026-02-26 06:04:00,45.22,274.0778,0.0
2026-02-26 06:05:00,45.082,274.8292,0.0
2026-02-26 06:06:00,44.946,275.5783,0.0
2026-02-26 06:07:00,44.812,276.3252,0.0
2026-02-26 06:08:00,44.678,277.0698,0.0
2026-02-26 06:09:00,44.547,277.8122,0.0
2026-02-26 06:10:00,44.416,278.5525,0.0
2026-02-26 06:11:00,44.287,279.2906,0.0
2026-02-26 06:12:00,44.16,280.0266,0.0
2026-02-26 06:13:00,44.035,280.7606,0.0
2026-02-26 06:14:00,43.911,281.4924,0.0
2026-02-26 06:15:00,43.789,282.2222,0.0
2026-02-26 06:16:00,43.668,282.95,0.0
2026-02-26 06:17:00,43.549,283.6758,0.0
2026-02-26 06:18:00,43.433,284.3997,0.0
2026-02-26 06:19:00,43.318,285.1217,0.0
2026-02-26 06:20:00,43.205,285.8418,0.0
2026-02-26 06:21:00,43.094,286.56,0.0
2026-02-26 06:22:00,42.985,287.2764,0.0
2026-02-26 06:23:00,42.879,287.9911,0.0
2026-02-26 06:24:00,42.774,288.704,0.0
2026-02-26 06:25:00,42.672,289.4152,0.0
2026-02-26 06:26:00,42.572,290.1247,0.0
2026-02-26 06:27:00,42.474,290.8326,0.0
2026-02-26 06:28:00,42.379,291.5389,0.0
2026-02-26 06:29:00,42.286,292.2437,0.0
2026-02-26 06:30:00,42.195,292.9469,0.0
2026-02-26 06:31:00,42.108,293.6487,0.0
2026-02-26 06:32:00,42.022,294.3491,0.0
2026-02-26 06:33:00,41.94,295.0481,0.0
2026-02-26 06:34:00,41.86,295.7458,0.0
2026-02-26 06:35:00,41.783,296.4421,0.0
2026-02-26 06:36:00,41.709,297.1373,0.0
2026-02-26 06:37:00,41.637,297.8312,0.0
2026-02-26 06:38:00,41.569,298.524,0.0
2026-02-26 06:39:00,41.503,299.2158,0.0
2026-02-26 06:40:00,41.441,299.9065,0.0
2026-02-26 06:41:00,41.382,300.5961,0.0
2026-02-26 06:42:00,41.326,301.2849,0.0
2026-02-26 06:43:00,41.273,301.9728,0.0
2026-02-26 06:44:00,41.223,302.6598,0.0
2026-02-26 06:45:00,41.177,303.3461,0.0
2026-02-26 06:46:00,41.134,304.0317,0.0
2026-02-26 06:47:00,41.095,304.7166,0.0
2026-02-26 06:48:00,41.059,305.4009,0.0
2026-02-26 06:49:00,41.027,306.0847,0.0
2026-02-26 06:50:00,40.999,306.768,0.0
2026-02-26 06:51:00,40.974,307.4509,0.0
2026-02-26 06:52:00,40.953,308.1335,0.0
2026-02-26 06:53:00,40.935,308.8157,0.0
2026-02-26 06:54:00,40.922,309.4978,0.0
2026-02-26 06:55:00,40.913,310.1796,0.0
2026-02-26 06:56:00,40.907,310.8614,0.0
2026-02-26 06:57:00,40.906,311.5432,0.0
2026-02-26 06:58:00,40.908,312.225,0.0
2026-02-26 06:59:00,40.915,312.9069,0.0
2026-02-26 07:00:00,40.926,313.589,0.0
2026-02-26 07:01:00,40.941,314.2714,0.0
2026-02-26 07:02:00,40.961,314.9541,0.0
2026-02-26 07:03:00,40.985,315.6371,0.0
2026-02-26 07:04:00,41.013,316.3207,0.0
2026-02-26 07:05:00,41.046,317.0048,0.0
2026-02-26 07:06:00,41.083,317.6895,0.0
2026-02-26 07:07:00,41.125,318.3749,0.0
2026-02-26 07:08:00,41.171,319.0611,0.0
2026-02-26 07:09:00,41.222,319.7481,0.0
2026-02-26 07:10:00,41.277,320.4361,0.0
2026-02-26 07:11:00,41.337,321.125,0.0
2026-02-26 07:12:00,41.402,321.8151,0.0
2026-02-26 07:13:00,41.472,322.5063,0.0
2026-02-26 07:14:00,41.546,323.1987,0.0
2026-02-26 07:15:00,41.626,323.8925,0.0
2026-02-26 07:16:00,41.71,324.5876,0.0
2026-02-26 07:17:00,41.799,325.2843,0.0
2026-02-26 07:18:00,41.893,325.9825,0.0
2026-02-26 07:19:00,41.991,326.6823,0.0
2026-02-26 07:20:00,42.095,327.3839,0.0
2026-02-26 07:21:00,42.204,328.0873,0.0
2026-02-26 07:22:00,42.318,328.7926,0.0
2026-02-26 07:23:00,42.436,329.4999,0.0
2026-02-26 07:24:00,42.56,330.2092,0.0
2026-02-26 07:25:00,42.689,330.9207,0.0
2026-02-26 07:26:00,42.822,331.6344,0.0
2026-02-26 07:27:00,42.961,332.3504,0.0
2026-02-26 07:28:00,43.105,333.0688,0.0
2026-02-26 07:29:00,43.253,333.7897,0.0
2026-02-26 07:30:00,43.407,334.5132,0.0
2026-02-26 07:31:00,43.566,335.2393,0.0
2026-02-26 07:32:00,43.729,335.9681,0.0
2026-02-26 07:33:00,43.898,336.6997,0.0
2026-02-26 07:34:00,44.072,337.4342,0.0
2026-02-26 07:35:00,44.25,338.1717,0.0
2026-02-26 07:36:00,44.434,338.9123,0.0
2026-02-26 07:37:00,44.622,339.656,0.0
2026-02-26 07:38:00,44.815,340.4029,0.0
2026-02-26 07:39:00,45.013,341.1532,0.0
2026-02-26 07:40:00,45.216,341.9067,0.0
2026-02-26 07:41:00,45.423,342.6638,0.0
2026-02-26 07:42:00,45.636,343.4244,0.0
2026-02-26 07:43:00,45.852,344.1886,0.0
2026-02-26 07:44:00,46.074,344.9565,0.0
2026-02-26 07:45:00,46.3,345.7282,0.0
2026-02-26 07:46:00,46.53,346.5037,0.0
2026-02-26 07:47:00,46.765,347.2831,0.0
2026-02-26 07:48:00,47.004,348.0665,0.0
2026-02-26 07:49:00,47.247,348.8539,0.0
2026-02-26 07:50:00,47.495,349.6455,0.0
2026-02-26 07:51:00,47.746,350.4413,0.0
2026-02-26 07:52:00,48.002,351.2413,0.0
2026-02-26 07:53:00,48.262,352.0457,0.0
2026-02-26 07:54:00,48.525,352.8544,0.0
2026-02-26 07:55:00,48.792,353.6676,0.0
2026-02-26 07:56:00,49.063,354.4853,0.0
2026-02-26 07:57:00,49.338,355.3076,0.0
2026-02-26 07:58:00,49.616,356.1346,0.0
2026-02-26 07:59:00,49.897,356.9662,0.0
2026-02-26 08:00:00,120.0,358.9662,0.0
2026-02-26 08:01:00,120.0,360.9662,0.0
2026-02-26 08:02:00,120.0,362.9662,0.0
2026-02-26 08:03:00,120.0,364.9662,0.0
2026-02-26 08:04:00,120.0,366.9662,0.0
2026-02-26 08:05:00,120.0,368.9662,0.0
2026-02-26 08:06:00,120.0,370.9662,0.0
2026-02-26 08:07:00,120.0,372.9662,0.0
2026-02-26 08:08:00,120.0,374.9662,0.0
2026-02-26 08:09:00,120.0,376.9662,0.0
2026-02-26 08:10:00,120.0,378.9662,0.0
2026-02-26 08:11:00,120.0,380.9662,0.0
2026-02-26 08:12:00,120.0,382.9662,0.0
2026-02-26 08:13:00,120.0,384.9662,0.0
2026-02-26 08:14:00,120.0,386.9662,0.0
2026-02-26 08:15:00,120.0,388.9662,0.0
2026-02-26 08:16:00,120.0,390.9662,0.0
2026-02-26 08:17:00,120.0,392.9662,0.0
2026-02-26 08:18:00,120.0,394.9662,0.0
2026-02-26 08:19:00,120.0,396.9662,0.0
2026-02-26 08:20:00,120.0,398.9662,0.0
2026-02-26 08:21:00,120.0,400.9662,0.0
2026-02-26 08:22:00,120.0,402.9662,0.0
2026-02-26 08:23:00,120.0,404.9662,0.0
2026-02-26 08:24:00,120.0,406.9662,0.0
2026-02-26 08:25:00,120.0,408.9662,0.0
2026-02-26 08:26:00,120.0,410.9662,0.0
2026-02-26 08:27:00,120.0,412.9662,0.0
2026-02-26 08:28:00,120.0,414.9662,0.0
2026-02-26 08:29:00,120.0,416.9662,0.0
2026-02-26 08:30:00,120.0,418.9662,0.0
2026-02-26 08:31:00,120.0,420.9662,0.0
2026-02-26 08:32:00,120.0,422.9662,0.0
2026-02-26 08:33:00,120.0,424.9662,0.0
2026-02-26 08:34:00,120.0,426.9662,0.0
2026-02-26 08:35:00,120.0,428.9662,0.0
2026-02-26 08:36:00,120.0,430.9662,0.0
2026-02-26 08:37:00,120.0,432.9662,0.0
2026-02-26 08:38:00,120.0,434.9662,0.0
2026-02-26 08:39:00,120.0,436.9662,0.0
2026-02-26 08:40:00,120.0,438.9662,0.0
2026-02-26 08:41:00,120.0,440.9662,0.0
2026-02-26 08:42:00,120.0,442.9662,0.0
2026-02-26 08:43:00,120.0,444.9662,0.0
2026-02-26 08:44:00,120.0,446.9662,0.0
2026-02-26 08:45:00,120.0,448.9662,0.0
2026-02-26 08:46:00,120.0,450.9662,0.0
2026-02-26 08:47:00,120.0,452.9662,0.0
2026-02-26 08:48:00,120.0,454.9662,0.0
2026-02-26 08:49:00,120.0,456.9662,0.0
2026-02-26 08:50:00,120.0,458.9662,0.0
2026-02-26 08:51:00,120.0,460.9662,0.0
2026-02-26 08:52:00,120.0,462.9662,0.0
2026-02-26 08:53:00,120.0,464.9662,0.0
2026-02-26 08:54:00,120.0,466.9662,0.0
2026-02-26 08:55:00,120.0,468.9662,0.0
2026-02-26 08:56:00,120.0,470.9662,0.0
2026-02-26 08:57:00,120.0,472.9662,0.0
2026-02-26 08:58:00,120.0,474.9662,0.0
2026-02-26 08:59:00,120.0,476.9662,0.0
2026-02-26 09:00:00,120.0,478.9662,0.0
2026-02-26 09:01:00,120.0,480.9662,0.0
2026-02-26 09:02:00,120.0,482.9662,0.0
2026-02-26 09:03:00,120.0,484.9662,0.0
2026-02-26 09:04:00,120.0,486.9662,0.0
