time,电网功率(kW),正向有功总电能,反向有功总电能
2026-02-26 01:23:00,25.0,35.0,0.0
2026-02-26 01:24:00,25.0,35.4167,0.0
2026-02-26 01:25:00,25.0,35.8333,0.0
2026-02-26 01:26:00,25.0,36.25,0.0
2026-02-26 01:27:00,25.0,36.6667,0.0
2026-02-26 01:28:00,25.0,37.0833,0.0
2026-02-26 01:29:00,25.0,37.5,0.0
2026-02-26 01:30:00,25.0,37.9167,0.0
2026-02-26 01:31:00,25.0,38.3333,0.0
2026-02-26 01:32:00,25.0,38.75,0.0
2026-02-26 01:33:00,25.0,39.1667,0.0
2026-02-26 01:34:00,25.0,39.5833,0.0
2026-02-26 01:35:00,25.0,40.0,0.0
2026-02-26 01:36:00,25.0,40.4167,0.0
2026-02-26 01:37:00,25.0,40.8333,0.0
2026-02-26 01:38:00,25.0,41.25,0.0
2026-02-26 01:39:00,25.0,41.6667,0.0
2026-02-26 01:40:00,25.0,42.0833,0.0
2026-02-26 01:41:00,25.0,42.5,0.0
2026-02-26 01:42:00,25.0,42.9167,0.0
2026-02-26 01:43:00,25.0,43.3333,0.0
2026-02-26 01:44:00,25.0,43.75,0.0
2026-02-26 01:45:00,25.0,44.1667,0.0
2026-02-26 01:46:00,25.0,44.5833,0.0
2026-02-26 01:47:00,25.0,45.0,0.0
2026-02-26 01:48:00,25.0,45.4167,0.0
2026-02-26 01:49:00,25.0,45.8333,0.0
2026-02-26 01:50:00,25.0,46.25,0.0
2026-02-26 01:51:00,25.0,46.6667,0.0
2026-02-26 01:52:00,25.0,47.0833,0.0
2026-02-26 01:53:00,25.0,47.5,0.0
2026-02-26 01:54:00,25.0,47.9167,0.0
2026-02-26 01:55:00,25.0,48.3333,0.0
2026-02-26 01:56:00,25.0,48.75,0.0
2026-02-26 01:57:00,25.0,49.1667,0.0
2026-02-26 01:58:00,25.0,49.5833,0.0
2026-02-26 01:59:00,25.0,50.0,0.0
2026-02-26 02:00:00,35.0,50.5833,0.0
2026-02-26 02:01:00,35.0,51.1667,0.0
2026-02-26 02:02:00,35.0,51.75,0.0
2026-02-26 02:03:00,35.0,52.3333,0.0
2026-02-26 02:04:00,35.0,52.9167,0.0
2026-02-26 02:05:00,35.0,53.5,0.0
2026-02-26 02:06:00,35.0,54.0833,0.0
2026-02-26 02:07:00,35.0,54.6667,0.0
2026-02-26 02:08:00,35.0,55.25,0.0
2026-02-26 02:09:00,35.0,55.8333,0.0
2026-02-26 02:10:00,35.0,56.4167,0.0
2026-02-26 02:11:00,35.0,57.0,0.0
2026-02-26 02:12:00,35.0,57.5833,0.0
2026-02-26 02:13:00,35.0,58.1667,0.0
2026-02-26 02:14:00,35.0,58.75,0.0
2026-02-26 02:15:00,35.0,59.3333,0.0
2026-02-26 02:16:00,35.0,59.9167,0.0
2026-02-26 02:17:00,35.0,60.5,0.0
2026-02-26 02:18:00,35.0,61.0833,0.0
2026-02-26 02:19:00,35.0,61.6667,0.0
2026-02-26 02:20:00,35.0,62.25,0.0
2026-02-26 02:21:00,35.0,62.8333,0.0
2026-02-26 02:22:00,35.0,63.4167,0.0
2026-02-26 02:23:00,35.0,64.0,0.0
2026-02-26 02:24:00,35.0,64.5833,0.0
2026-02-26 02:25:00,35.0,65.1667,0.0
2026-02-26 02:26:00,35.0,65.75,0.0
2026-02-26 02:27:00,35.0,66.3333,0.0
2026-02-26 02:28:00,35.0,66.9167,0.0
2026-02-26 02:29:00,35.0,67.5,0.0
2026-02-26 02:30:00,35.0,68.0833,0.0
2026-02-26 02:31:00,35.0,68.6667,0.0
2026-02-26 02:32:00,35.0,69.25,0.0
2026-02-26 02:33:00,35.0,69.8333,0.0
2026-02-26 02:34:00,35.0,70.4167,0.0
2026-02-26 02:35:00,35.0,71.0,0.0
2026-02-26 02:36:00,35.0,71.5833,0.0
2026-02-26 02:37:00,35.0,72.1667,0.0
2026-02-26 02:38:00,35.0,72.75,0.0
2026-02-26 02:39:00,35.0,73.3333,0.0
2026-02-26 02:40:00,35.0,73.9167,0.0
2026-02-26 02:41:00,35.0,74.5,0.0
2026-02-26 02:42:00,35.0,75.0833,0.0
2026-02-26 02:43:00,35.0,75.6667,0.0
2026-02-26 02:44:00,35.0,76.25,0.0
2026-02-26 02:45:00,35.0,76.8333,0.0
2026-02-26 02:46:00,35.0,77.4167,0.0
2026-02-26 02:47:00,35.0,78.0,0.0
2026-02-26 02:48:00,35.0,78.5833,0.0
2026-02-26 02:49:00,35.0,79.1667,0.0
2026-02-26 02:50:00,35.0,79.75,0.0
2026-02-26 02:51:00,35.0,80.3333,0.0
2026-02-26 02:52:00,35.0,80.9167,0.0
2026-02-26 02:53:00,35.0,81.5,0.0
2026-02-26 02:54:00,35.0,82.0833,0.0
2026-02-26 02:55:00,35.0,82.6667,0.0
2026-02-26 02:56:00,35.0,83.25,0.0
2026-02-26 02:57:00,35.0,83.8333,0.0
2026-02-26 02:58:00,35.0,84.4167,0.0
2026-02-26 02:59:00,35.0,85.0,0.0
2026-02-26 03:00:00,35.0,85.5833,0.0
2026-02-26 03:01:00,35.0,86.1667,0.0
2026-02-26 03:02:00,35.0,86.75,0.0
2026-02-26 03:03:00,35.0,87.3333,0.0
2026-02-26 03:04:00,35.0,87.9167,0.0
2026-02-26 03:05:00,35.0,88.5,0.0
2026-02-26 03:06:00,35.0,89.0833,0.0
2026-02-26 03:07:00,35.0,89.6667,0.0
2026-02-26 03:08:00,35.0,90.25,0.0
2026-02-26 03:09:00,35.0,90.8333,0.0
2026-02-26 03:10:00,35.0,91.4167,0.0
2026-02-26 03:11:00,35.0,92.0,0.0
2026-02-26 03:12:00,35.0,92.5833,0.0
2026-02-26 03:13:00,35.0,93.1667,0.0
2026-02-26 03:14:00,35.0,93.75,0.0
2026-02-26 03:15:00,35.0,94.3333,0.0
2026-02-26 03:16:00,35.0,94.9167,0.0
2026-02-26 03:17:00,35.0,95.5,0.0
2026-02-26 03:18:00,35.0,96.0834,0.0
2026-02-26 03:19:00,35.0,96.6667,0.0
2026-02-26 03:20:00,35.0,97.25,0.0
2026-02-26 03:21:00,35.0,97.8334,0.0
2026-02-26 03:22:00,35.0,98.4167,0.0
2026-02-26 03:23:00,35.0,99.0,0.0
2026-02-26 03:24:00,35.0,99.5834,0.0
2026-02-26 03:25:00,35.0,100.1667,0.0
2026-02-26 03:26:00,35.0,100.75,0.0
2026-02-26 03:27:00,35.0,101.3334,0.0
2026-02-26 03:28:00,35.0,101.9167,0.0
2026-02-26 03:29:00,35.0,102.5,0.0
2026-02-26 03:30:00,35.0,103.0834,0.0
2026-02-26 03:31:00,35.0,103.6667,0.0
2026-02-26 03:32:00,35.0,104.2501,0.0
2026-02-26 03:33:00,35.0,104.8334,0.0
2026-02-26 03:34:00,35.0,105.4167,0.0
2026-02-26 03:35:00,35.0,106.0001,0.0
2026-02-26 03:36:00,35.0,106.5834,0.0
2026-02-26 03:37:00,35.0,107.1667,0.0
2026-02-26 03:38:00,35.0,107.7501,0.0
2026-02-26 03:39:00,35.0,108.3334,0.0
2026-02-26 03:40:00,35.0,108.9168,0.0
2026-02-26 03:41:00,35.0,109.5001,0.0
2026-02-26 03:42:00,35.0,110.0834,0.0
2026-02-26 03:43:00,35.0,110.6668,0.0
2026-02-26 03:44:00,35.001,111.2501,0.0
2026-02-26 03:45:00,35.001,111.8335,0.0
2026-02-26 03:46:00,35.001,112.4168,0.0
2026-02-26 03:47:00,35.001,113.0002,0.0
2026-02-26 03:48:00,35.001,113.5835,0.0
2026-02-26 03:49:00,35.001,114.1669,0.0
2026-02-26 03:50:00,35.001,114.7502,0.0
2026-02-26 03:51:00,35.001,115.3335,0.0
2026-02-26 03:52:00,35.001,115.9169,0.0
2026-02-26 03:53:00,35.001,116.5002,0.0
2026-02-26 03:54:00,35.001,117.0836,0.0
2026-02-26 03:55:00,35.001,117.6669,0.0
2026-02-26 03:56:00,35.001,118.2503,0.0
2026-02-26 03:57:00,35.001,118.8337,0.0
2026-02-26 03:58:00,35.001,119.417,0.0
2026-02-26 03:59:00,35.001,120.0004,0.0
2026-02-26 04:00:00,35.002,120.5837,0.0
2026-02-26 04:01:00,35.002,121.1671,0.0
2026-02-26 04:02:00,35.002,121.7504,0.0
2026-02-26 04:03:00,35.002,122.3338,0.0
2026-02-26 04:04:00,35.002,122.9172,0.0
2026-02-26 04:05:00,35.002,123.5005,0.0
2026-02-26 04:06:00,35.002,124.0839,0.0
2026-02-26 04:07:00,35.002,124.6673,0.0
2026-02-26 04:08:00,35.002,125.2507,0.0
2026-02-26 04:09:00,35.003,125.834,0.0
2026-02-26 04:10:00,35.003,126.4174,0.0
2026-02-26 04:11:00,35.003,127.0008,0.0
2026-02-26 04:12:00,35.003,127.5842,0.0
2026-02-26 04:13:00,35.003,128.1676,0.0
2026-02-26 04:14:00,35.004,128.751,0.0
2026-02-26 04:15:00,35.004,129.3344,0.0
2026-02-26 04:16:00,35.004,129.9178,0.0
2026-02-26 04:17:00,35.004,130.5012,0.0
2026-02-26 04:18:00,35.005,131.0846,0.0
2026-02-26 04:19:00,35.005,131.668,0.0
2026-02-26 04:20:00,35.005,132.2514,0.0
2026-02-26 04:21:00,35.006,132.8348,0.0
2026-02-26 04:22:00,35.006,133.4183,0.0
2026-02-26 04:23:00,35.006,134.0017,0.0
2026-02-26 04:24:00,35.007,134.5852,0.0
2026-02-26 04:25:00,35.007,135.1686,0.0
2026-02-26 04:26:00,35.007,135.7521,0.0
2026-02-26 04:27:00,35.008,136.3355,0.0
2026-02-26 04:28:00,35.008,136.919,0.0
2026-02-26 04:29:00,35.009,137.5025,0.0
2026-02-26 04:30:00,35.009,138.086,0.0
2026-02-26 04:31:00,35.01,138.6695,0.0
2026-02-26 04:32:00,35.01,139.253,0.0
2026-02-26 04:33:00,35.011,139.8365,0.0
2026-02-26 04:34:00,35.012,140.42,0.0
2026-02-26 04:35:00,35.012,141.0036,0.0
2026-02-26 04:36:00,35.013,141.5871,0.0
2026-02-26 04:37:00,35.014,142.1707,0.0
2026-02-26 04:38:00,35.015,142.7543,0.0
2026-02-26 04:39:00,35.016,143.3379,0.0
2026-02-26 04:40:00,35.017,143.9215,0.0
2026-02-26 04:41:00,35.017,144.5051,0.0
2026-02-26 04:42:00,35.018,145.0887,0.0
2026-02-26 04:43:00,35.02,145.6724,0.0
2026-02-26 04:44:00,35.021,146.2561,0.0
2026-02-26 04:45:00,35.022,146.8398,0.0
2026-02-26 04:46:00,35.023,147.4235,0.0
2026-02-26 04:47:00,35.024,148.0072,0.0
2026-02-26 04:48:00,35.026,148.591,0.0
2026-02-26 04:49:00,35.027,149.1748,0.0
2026-02-26 04:50:00,35.029,149.7586,0.0
2026-02-26 04:51:00,35.03,150.3424,0.0
2026-02-26 04:52:00,35.032,150.9263,0.0
2026-02-26 04:53:00,35.034,151.5102,0.0
2026-02-26 04:54:00,35.035,152.0941,0.0
2026-02-26 04:55:00,35.037,152.678,0.0
2026-02-26 04:56:00,35.039,153.262,0.0
2026-02-26 04:57:00,35.042,153.8461,0.0
2026-02-26 04:58:00,35.044,154.4301,0.0
2026-02-26 04:59:00,35.046,155.0142,0.0
2026-02-26 05:00:00,35.049,155.5984,0.0
2026-02-26 05:01:00,35.051,156.1826,0.0
2026-02-26 05:02:00,35.054,156.7668,0.0
2026-02-26 05:03:00,35.057,157.3511,0.0
2026-02-26 05:04:00,35.06,157.9354,0.0
2026-02-26 05:05:00,35.063,158.5198,0.0
2026-02-26 05:06:00,35.066,159.1042,0.0
2026-02-26 05:07:00,35.07,159.6887,0.0
2026-02-26 05:08:00,35.073,160.2733,0.0
2026-02-26 05:09:00,35.077,160.8579,0.0
2026-02-26 05:10:00,35.081,161.4426,0.0
2026-02-26 05:11:00,35.085,162.0273,0.0
2026-02-26 05:12:00,35.09,162.6121,0.0
2026-02-26 05:13:00,35.094,163.197,0.0
2026-02-26 05:14:00,35.099,163.782,0.0
2026-02-26 05:15:00,35.104,164.3671,0.0
2026-02-26 05:16:00,35.109,164.9522,0.0
2026-02-26 05:17:00,35.115,165.5375,0.0
2026-02-26 05:18:00,35.12,166.1228,0.0
2026-02-26 05:19:00,35.126,166.7083,0.0
2026-02-26 05:20:00,35.133,167.2938,0.0
2026-02-26 05:21:00,35.139,167.8795,0.0
2026-02-26 05:22:00,35.146,168.4652,0.0
2026-02-26 05:23:00,35.153,169.0511,0.0
2026-02-26 05:24:00,35.16,169.6371,0.0
2026-02-26 05:25:00,35.168,170.2233,0.0
2026-02-26 05:26:00,35.176,170.8095,0.0
2026-02-26 05:27:00,35.185,171.3959,0.0
2026-02-26 05:28:00,35.194,171.9825,0.0
2026-02-26 05:29:00,35.203,172.5692,0.0
2026-02-26 05:30:00,35.213,173.1561,0.0
2026-02-26 05:31:00,35.223,173.7431,0.0
2026-02-26 05:32:00,35.233,174.3304,0.0
2026-02-26 05:33:00,35.244,174.9178,0.0
2026-02-26 05:34:00,35.255,175.5054,0.0
2026-02-26 05:35:00,35.267,176.0931,0.0
2026-02-26 05:36:00,35.28,176.6811,0.0
2026-02-26 05:37:00,35.293,177.2694,0.0
2026-02-26 05:38:00,35.306,177.8578,0.0
2026-02-26 05:39:00,35.32,178.4465,0.0
2026-02-26 05:40:00,35.335,179.0354,0.0
2026-02-26 05:41:00,35.35,179.6245,0.0
2026-02-26 05:42:00,35.365,180.214,0.0
2026-02-26 05:43:00,35.382,180.8036,0.0
2026-02-26 05:44:00,35.399,181.3936,0.0
2026-02-26 05:45:00,35.417,181.9839,0.0
2026-02-26 05:46:00,35.435,182.5745,0.0
2026-02-26 05:47:00,35.454,183.1654,0.0
2026-02-26 05:48:00,35.474,183.7566,0.0
2026-02-26 05:49:00,35.495,184.3482,0.0
2026-02-26 05:50:00,35.516,184.9402,0.0
2026-02-26 05:51:00,35.539,185.5325,0.0
2026-02-26 05:52:00,35.562,186.1252,0.0
2026-02-26 05:53:00,35.586,186.7183,0.0
2026-02-26 05:54:00,35.611,187.3118,0.0
2026-02-26 05:55:00,35.637,187.9057,0.0
2026-02-26 05:56:00,35.664,188.5001,0.0
2026-02-26 05:57:00,35.692,189.095,0.0
2026-02-26 05:58:00,35.721,189.6903,0.0
2026-02-26 05:59:00,35.751,190.2862,0.0
2026-02-26 06:00:00,35.782,190.8825,0.0
2026-02-26 06:01:00,34.505,191.4576,0.0
2026-02-26 06:02:00,33.23,192.0115,0.0
2026-02-26 06:03:00,31.955,192.544,0.0
2026-02-26 06:04:00,30.682,193.0554,0.0
2026-02-26 06:05:00,29.411,193.5456,0.0
2026-02-26 06:06:00,28.14,194.0146,0.0
2026-02-26 06:07:00,26.872,194.4625,0.0
2026-02-26 06:08:00,25.605,194.8892,0.0
2026-02-26 06:09:00,24.339,195.2948,0.0
2026-02-26 06:10:00,23.075,195.6794,0.0
2026-02-26 06:11:00,21.813,196.043,0.0
2026-02-26 06:12:00,20.553,196.3855,0.0
2026-02-26 06:13:00,19.295,196.7071,0.0
2026-02-26 06:14:00,18.038,197.0077,0.0
2026-02-26 06:15:00,16.784,197.2875,0.0
2026-02-26 06:16:00,15.531,197.5463,0.0
2026-02-26 06:17:00,14.281,197.7844,0.0
2026-02-26 06:18:00,13.033,198.0016,0.0
2026-02-26 06:19:00,11.788,198.198,0.0
2026-02-26 06:20:00,10.545,198.3738,0.0
2026-02-26 06:21:00,9.304,198.5288,0.0
2026-02-26 06:22:00,8.065,198.6633,0.0
2026-02-26 06:23:00,6.83,198.7771,0.0
2026-02-26 06:24:00,5.597,198.8704,0.0
2026-02-26 06:25:00,4.366,198.9432,0.0
2026-02-26 06:26:00,3.139,198.9955,0.0
2026-02-26 06:27:00,1.914,199.0274,0.0
2026-02-26 06:28:00,0.693,199.0389,0.0
2026-02-26 06:29:00,-0.526,199.0389,0.0088
2026-02-26 06:30:00,-1.741,199.0389,0.0378
2026-02-26 06:31:00,-2.954,199.0389,0.087
2026-02-26 06:32:00,-4.163,199.0389,0.1564
2026-02-26 06:33:00,-5.368,199.0389,0.2459
2026-02-26 06:34:00,-6.571,199.0389,0.3554
2026-02-26 06:35:00,-7.769,199.0389,0.4849
2026-02-26 06:36:00,-8.964,199.0389,0.6343
2026-02-26 06:37:00,-10.156,199.0389,0.8035
2026-02-26 06:38:00,-11.344,199.0389,0.9926
2026-02-26 06:39:00,-12.528,199.0389,1.2014
2026-02-26 06:40:00,-13.708,199.0389,1.4298
2026-02-26 06:41:00,-14.884,199.0389,1.6779
2026-02-26 06:42:00,-16.056,199.0389,1.9455
2026-02-26 06:43:00,-17.223,199.0389,2.2326
2026-02-26 06:44:00,-18.387,199.0389,2.539
2026-02-26 06:45:00,-19.546,199.0389,2.8648
2026-02-26 06:46:00,-20.701,199.0389,3.2098
2026-02-26 06:47:00,-21.852,199.0389,3.574
2026-02-26 06:48:00,-22.998,199.0389,3.9573
2026-02-26 06:49:00,-24.139,199.0389,4.3596
2026-02-26 06:50:00,-25.276,199.0389,4.7809
2026-02-26 06:51:00,-26.408,199.0389,5.221
2026-02-26 06:52:00,-27.535,199.0389,5.6799
2026-02-26 06:53:00,-28.657,199.0389,6.1575
2026-02-26 06:54:00,-29.774,199.0389,6.6537
2026-02-26 06:55:00,-30.886,199.0389,7.1685
2026-02-26 06:56:00,-31.993,199.0389,7.7017
2026-02-26 06:57:00,-33.094,199.0389,8.2533
2026-02-26 06:58:00,-34.19,199.0389,8.8231
2026-02-26 06:59:00,-35.281,199.0389,9.4111
2026-02-26 07:00:00,-46.367,199.0389,10.1839
2026-02-26 07:01:00,-47.447,199.0389,10.9747
2026-02-26 07:02:00,-48.521,199.0389,11.7834
2026-02-26 07:03:00,-49.59,199.0389,12.6099
2026-02-26 07:04:00,-50.653,199.0389,13.4541
2026-02-26 07:05:00,-51.71,199.0389,14.3159
2026-02-26 07:06:00,-52.761,199.0389,15.1953
2026-02-26 07:07:00,-53.807,199.0389,16.0921
2026-02-26 07:08:00,-54.846,199.0389,17.0062
2026-02-26 07:09:00,-55.879,199.0389,17.9375
2026-02-26 07:10:00,-56.906,199.0389,18.8859
2026-02-26 07:11:00,-57.927,199.0389,19.8514
2026-02-26 07:12:00,-58.942,199.0389,20.8337
2026-02-26 07:13:00,-59.951,199.0389,21.8329
2026-02-26 07:14:00,-60.953,199.0389,22.8488
2026-02-26 07:15:00,-61.949,199.0389,23.8813
2026-02-26 07:16:00,-62.938,199.0389,24.9302
2026-02-26 07:17:00,-63.921,199.0389,25.9956
2026-02-26 07:18:00,-64.897,199.0389,27.0772
2026-02-26 07:19:00,-65.867,199.0389,28.175
2026-02-26 07:20:00,-66.83,199.0389,29.2888
2026-02-26 07:21:00,-67.787,199.0389,30.4186
2026-02-26 07:22:00,-68.736,199.0389,31.5642
2026-02-26 07:23:00,-69.679,199.0389,32.7255
2026-02-26 07:24:00,-70.0,199.0389,33.8922
2026-02-26 07:25:00,-70.0,199.0389,35.0589
2026-02-26 07:26:00,-70.0,199.0389,36.2255
2026-02-26 07:27:00,-70.0,199.0389,37.3922
2026-02-26 07:28:00,-70.0,199.0389,38.5589
2026-02-26 07:29:00,-70.0,199.0389,39.7255
2026-02-26 07:30:00,-70.0,199.0389,40.8922
2026-02-26 07:31:00,-70.0,199.0389,42.0589
2026-02-26 07:32:00,-70.0,199.0389,43.2255
2026-02-26 07:33:00,-70.0,199.0389,44.3922
2026-02-26 07:34:00,-70.0,199.0389,45.5589
2026-02-26 07:35:00,-70.0,199.0389,46.7255
2026-02-26 07:36:00,-70.0,199.0389,47.8922
2026-02-26 07:37:00,-70.0,199.0389,49.0589
2026-02-26 07:38:00,-70.0,199.0389,50.2255
2026-02-26 07:39:00,-70.0,199.0389,51.3922
2026-02-26 07:40:00,-70.0,199.0389,52.5589
2026-02-26 07:41:00,-70.0,199.0389,53.7255
2026-02-26 07:42:00,-70.0,199.0389,54.8922
2026-02-26 07:43:00,-70.0,199.0389,56.0589
2026-02-26 07:44:00,-70.0,199.0389,57.2255
2026-02-26 07:45:00,-70.0,199.0389,58.3922
2026-02-26 07:46:00,-70.0,199.0389,59.5589
2026-02-26 07:47:00,-70.0,199.0389,60.7255
2026-02-26 07:48:00,-70.0,199.0389,61.8922
2026-02-26 07:49:00,-70.0,199.0389,63.0589
2026-02-26 07:50:00,-70.0,199.0389,64.2255
2026-02-26 07:51:00,-70.0,199.0389,65.3922
2026-02-26 07:52:00,-70.0,199.0389,66.5589
2026-02-26 07:53:00,-70.0,199.0389,67.7255
2026-02-26 07:54:00,-70.0,199.0389,68.8922
2026-02-26 07:55:00,-70.0,199.0389,70.0589
2026-02-26 07:56:00,-70.0,199.0389,71.2255
2026-02-26 07:57:00,-70.0,199.0389,72.3922
2026-02-26 07:58:00,-70.0,199.0389,73.5589
2026-02-26 07:59:00,-70.0,199.0389,74.7255
2026-02-26 08:00:00,-70.0,199.0389,75.8922
2026-02-26 08:01:00,-70.0,199.0389,77.0589
2026-02-26 08:02:00,-70.0,199.0389,78.2255
2026-02-26 08:03:00,-70.0,199.0389,79.3922
2026-02-26 08:04:00,-70.0,199.0389,80.5589
2026-02-26 08:05:00,-70.0,199.0389,81.7255
2026-02-26 08:06:00,-70.0,199.0389,82.8922
2026-02-26 08:07:00,-70.0,199.0389,84.0589
2026-02-26 08:08:00,-70.0,199.0389,85.2255
2026-02-26 08:09:00,-70.0,199.0389,86.3922
2026-02-26 08:10:00,-70.0,199.0389,87.5589
2026-02-26 08:11:00,-69.874,199.0389,88.7234
2026-02-26 08:12:00,-69.414,199.0389,89.8803
2026-02-26 08:13:00,-68.954,199.0389,91.0296
2026-02-26 08:14:00,-68.492,199.0389,92.1711
2026-02-26 08:15:00,-68.03,199.0389,93.3049
2026-02-26 08:16:00,-67.567,199.0389,94.4311
2026-02-26 08:17:00,-67.104,199.0389,95.5495
2026-02-26 08:18:00,-66.641,199.0389,96.6601
2026-02-26 08:19:00,-66.178,199.0389,97.7631
2026-02-26 08:20:00,-65.714,199.0389,98.8583
2026-02-26 08:21:00,-65.252,199.0389,99.9459
2026-02-26 08:22:00,-64.789,199.0389,101.0257
2026-02-26 08:23:00,-64.328,199.0389,102.0978
2026-02-26 08:24:00,-63.867,199.0389,103.1623
2026-02-26 08:25:00,-63.408,199.0389,104.2191
2026-02-26 08:26:00,-62.95,199.0389,105.2683
2026-02-26 08:27:00,-62.493,199.0389,106.3098
2026-02-26 08:28:00,-62.038,199.0389,107.3438
2026-02-26 08:29:00,-61.585,199.0389,108.3702
2026-02-26 08:30:00,-61.134,199.0389,109.3891
2026-02-26 08:31:00,-60.686,199.0389,110.4005
2026-02-26 08:32:00,-60.24,199.0389,111.4045
2026-02-26 08:33:00,-59.796,199.0389,112.4011
2026-02-26 08:34:00,-59.355,199.0389,113.3904
2026-02-26 08:35:00,-58.918,199.0389,114.3724
2026-02-26 08:36:00,-58.484,199.0389,115.3471
2026-02-26 08:37:00,-58.053,199.0389,116.3146
2026-02-26 08:38:00,-57.626,199.0389,117.2751
2026-02-26 08:39:00,-57.203,199.0389,118.2285
2026-02-26 08:40:00,-56.784,199.0389,119.1749
2026-02-26 08:41:00,-56.37,199.0389,120.1144
2026-02-26 08:42:00,-55.959,199.0389,121.047
2026-02-26 08:43:00,-55.554,199.0389,121.9729
2026-02-26 08:44:00,-55.154,199.0389,122.8921
2026-02-26 08:45:00,-54.758,199.0389,123.8048
2026-02-26 08:46:00,-54.368,199.0389,124.7109
2026-02-26 08:47:00,-53.984,199.0389,125.6106
2026-02-26 08:48:00,-53.605,199.0389,126.5041
