time,正向有功总电能,反向有功总电能
2026-02-25 20:20:00,101.25,0.0
2026-02-25 20:20:15,102.5,0.0
2026-02-25 20:20:30,103.75,0.0
2026-02-25 20:20:45,105.0,0.0
2026-02-25 20:21:00,106.25,0.0
2026-02-25 20:21:15,107.5,0.0
2026-02-25 20:21:30,108.75,0.0
2026-02-25 20:21:45,110.0,0.0
2026-02-25 20:22:00,111.25,0.0
2026-02-25 20:22:15,112.5,0.0
2026-02-25 20:22:30,113.75,0.0
2026-02-25 20:22:45,115.0,0.0
2026-02-25 20:23:00,116.25,0.0
2026-02-25 20:23:15,117.5,0.0
2026-02-25 20:23:30,118.75,0.0
2026-02-25 20:23:45,120.0,0.0
2026-02-25 20:24:00,121.25,0.0
2026-02-25 20:24:15,122.5,0.0
2026-02-25 20:24:30,123.75,0.0
2026-02-25 20:24:45,125.0,0.0
2026-02-25 20:25:00,126.25,0.0
2026-02-25 20:25:15,127.5,0.0
2026-02-25 20:25:30,128.75,0.0
2026-02-25 20:25:45,130.0,0.0
2026-02-25 20:26:00,131.25,0.0
2026-02-25 20:26:15,132.5,0.0
2026-02-25 20:26:30,133.75,0.0
2026-02-25 20:26:45,135.0,0.0
2026-02-25 20:27:00,136.25,0.0
2026-02-25 20:27:15,137.5,0.0
2026-02-25 20:27:30,138.75,0.0
2026-02-25 20:27:45,140.0,0.0
2026-02-25 20:28:00,141.25,0.0
2026-02-25 20:28:15,142.5,0.0
2026-02-25 20:28:30,143.75,0.0
2026-02-25 20:28:45,145.0,0.0
2026-02-25 20:29:00,146.25,0.0
2026-02-25 20:29:15,147.5,0.0
2026-02-25 20:29:30,148.75,0.0
2026-02-25 20:29:45,150.0,0.0
2026-02-25 20:30:00,151.25,0.0
2026-02-25 20:30:15,152.5,0.0
2026-02-25 20:30:30,153.75,0.0
2026-02-25 20:30:45,155.0,0.0
2026-02-25 20:31:00,156.25,0.0
2026-02-25 20:31:15,157.5,0.0
2026-02-25 20:31:30,158.75,0.0
2026-02-25 20:31:45,160.0,0.0
2026-02-25 20:32:00,161.25,0.0
2026-02-25 20:32:15,162.5,0.0
2026-02-25 20:32:30,163.75,0.0
2026-02-25 20:32:45,165.0,0.0
2026-02-25 20:33:00,166.25,0.0
2026-02-25 20:33:15,167.5,0.0
2026-02-25 20:33:30,168.75,0.0
2026-02-25 20:33:45,170.0,0.0
2026-02-25 20:34:00,171.25,0.0
2026-02-25 20:34:15,172.5,0.0
2026-02-25 20:34:30,173.75,0.0
2026-02-25 20:34:45,175.0,0.0
2026-02-25 20:35:00,176.25,0.0
2026-02-25 20:35:15,177.5,0.0
2026-02-25 20:35:30,178.75,0.0
2026-02-25 20:35:45,180.0,0.0
2026-02-25 20:36:00,181.25,0.0
2026-02-25 20:36:15,182.5,0.0
2026-02-25 20:36:30,183.75,0.0
2026-02-25 20:36:45,185.0,0.0
2026-02-25 20:37:00,186.25,0.0
2026-02-25 20:37:15,187.5,0.0
2026-02-25 20:37:30,188.75,0.0
2026-02-25 20:37:45,190.0,0.0
2026-02-25 20:38:00,191.25,0.0
2026-02-25 20:38:15,192.5,0.0
2026-02-25 20:38:30,193.75,0.0
2026-02-25 20:38:45,195.0,0.0
2026-02-25 20:39:00,196.25,0.0
2026-02-25 20:39:15,197.5,0.0
2026-02-25 20:39:30,198.75,0.0
2026-02-25 20:39:45,200.0,0.0
2026-02-25 20:40:00,201.25,0.0
2026-02-25 20:40:15,202.5,0.0
2026-02-25 20:40:30,203.75,0.0
2026-02-25 20:40:45,205.0,0.0
2026-02-25 20:41:00,206.25,0.0
2026-02-25 20:41:15,207.5,0.0
2026-02-25 20:41:30,208.75,0.0
2026-02-25 20:41:45,210.0,0.0
2026-02-25 20:42:00,211.25,0.0
2026-02-25 20:42:15,212.5,0.0
2026-02-25 20:42:30,213.75,0.0
2026-02-25 20:42:45,215.0,0.0
2026-02-25 20:43:00,216.25,0.0
2026-02-25 20:43:15,217.5,0.0
2026-02-25 20:43:30,218.75,0.0
2026-02-25 20:43:45,220.0,0.0
2026-02-25 20:44:00,221.25,0.0
2026-02-25 20:44:15,222.5,0.0
2026-02-25 20:44:30,223.75,0.0
2026-02-25 20:44:45,225.0,0.0
2026-02-25 20:45:00,226.25,0.0
2026-02-25 20:45:15,227.5,0.0
2026-02-25 20:45:30,228.75,0.0
2026-02-25 20:45:45,230.0,0.0
2026-02-25 20:46:00,231.25,0.0
2026-02-25 20:46:15,232.5,0.0
2026-02-25 20:46:30,233.75,0.0
2026-02-25 20:46:45,235.0,0.0
2026-02-25 20:47:00,236.25,0.0
2026-02-25 20:47:15,237.5,0.0
2026-02-25 20:47:30,238.75,0.0
2026-02-25 20:47:45,240.0,0.0
2026-02-25 20:48:00,241.25,0.0
2026-02-25 20:48:15,242.5,0.0
2026-02-25 20:48:30,243.75,0.0
2026-02-25 20:48:45,245.0,0.0
2026-02-25 20:49:00,246.25,0.0
2026-02-25 20:49:15,247.5,0.0
2026-02-25 20:49:30,248.75,0.0
2026-02-25 20:49:45,250.0,0.0
2026-02-25 20:50:00,251.25,0.0
2026-02-25 20:50:15,252.5,0.0
2026-02-25 20:50:30,253.75,0.0
2026-02-25 20:50:45,255.0,0.0
2026-02-25 20:51:00,256.25,0.0
2026-02-25 20:51:15,257.5,0.0
2026-02-25 20:51:30,258.75,0.0
2026-02-25 20:51:45,260.0,0.0
2026-02-25 20:52:00,261.25,0.0
2026-02-25 20:52:15,262.5,0.0
2026-02-25 20:52:30,263.75,0.0
2026-02-25 20:52:45,265.0,0.0
2026-02-25 20:53:00,266.25,0.0
2026-02-25 20:53:15,267.5,0.0
2026-02-25 20:53:30,268.75,0.0
2026-02-25 20:53:45,270.0,0.0
2026-02-25 20:54:00,271.25,0.0
2026-02-25 20:54:15,272.5,0.0
2026-02-25 20:54:30,273.75,0.0
2026-02-25 20:54:45,275.0,0.0
2026-02-25 20:55:00,276.25,0.0
2026-02-25 20:55:15,277.5,0.0
2026-02-25 20:55:30,278.75,0.0
2026-02-25 20:55:45,280.0,0.0
2026-02-25 20:56:00,281.25,0.0
2026-02-25 20:56:15,282.5,0.0
2026-02-25 20:56:30,283.75,0.0
2026-02-25 20:56:45,285.0,0.0
2026-02-25 20:57:00,286.25,0.0
2026-02-25 20:57:15,287.5,0.0
2026-02-25 20:57:30,288.75,0.0
2026-02-25 20:57:45,290.0,0.0
2026-02-25 20:58:00,291.25,0.0
2026-02-25 20:58:15,292.5,0.0
2026-02-25 20:58:30,293.75,0.0
2026-02-25 20:58:45,295.0,0.0
2026-02-25 20:59:00,296.25,0.0
2026-02-25 20:59:15,297.5,0.0
2026-02-25 20:59:30,298.75,0.0
2026-02-25 20:59:45,300.0,0.0
2026-02-25 21:00:00,301.25,0.0
2026-02-25 21:00:15,302.5,0.0
2026-02-25 21:00:30,303.75,0.0
2026-02-25 21:00:45,305.0,0.0
2026-02-25 21:01:00,306.25,0.0
2026-02-25 21:01:15,307.5,0.0
2026-02-25 21:01:30,308.75,0.0
2026-02-25 21:01:45,310.0,0.0
2026-02-25 21:02:00,311.25,0.0
2026-02-25 21:02:15,312.5,0.0
2026-02-25 21:02:30,313.75,0.0
2026-02-25 21:02:45,315.0,0.0
2026-02-25 21:03:00,316.25,0.0
2026-02-25 21:03:15,317.5,0.0
2026-02-25 21:03:30,318.75,0.0
2026-02-25 21:03:45,320.0,0.0
2026-02-25 21:04:00,321.25,0.0
2026-02-25 21:04:15,322.5,0.0
2026-02-25 21:04:30,323.75,0.0
2026-02-25 21:04:45,325.0,0.0
2026-02-25 21:05:00,326.25,0.0
2026-02-25 21:05:15,327.5,0.0
2026-02-25 21:05:30,328.75,0.0
2026-02-25 21:05:45,330.0,0.0
2026-02-25 21:06:00,331.25,0.0
2026-02-25 21:06:15,332.5,0.0
2026-02-25 21:06:30,333.75,0.0
2026-02-25 21:06:45,335.0,0.0
2026-02-25 21:07:00,336.25,0.0
2026-02-25 21:07:15,337.5,0.0
2026-02-25 21:07:30,338.75,0.0
2026-02-25 21:07:45,340.0,0.0
2026-02-25 21:08:00,341.25,0.0
2026-02-25 21:08:15,342.5,0.0
2026-02-25 21:08:30,343.75,0.0
2026-02-25 21:08:45,345.0,0.0
2026-02-25 21:09:00,346.25,0.0
2026-02-25 21:09:15,347.5,0.0
2026-02-25 21:09:30,348.75,0.0
2026-02-25 21:09:45,350.0,0.0
2026-02-25 21:10:00,351.25,0.0
2026-02-25 21:10:15,352.5,0.0
2026-02-25 21:10:30,353.75,0.0
2026-02-25 21:10:45,355.0,0.0
2026-02-25 21:11:00,356.25,0.0
2026-02-25 21:11:15,357.5,0.0
2026-02-25 21:11:30,358.75,0.0
2026-02-25 21:11:45,360.0,0.0
2026-02-25 21:12:00,361.25,0.0
2026-02-25 21:12:15,362.5,0.0
2026-02-25 21:12:30,363.75,0.0
2026-02-25 21:12:45,365.0,0.0
2026-02-25 21:13:00,366.25,0.0
2026-02-25 21:13:15,367.5,0.0
2026-02-25 21:13:30,368.75,0.0
2026-02-25 21:13:45,370.0,0.0
2026-02-25 21:14:00,371.25,0.0
2026-02-25 21:14:15,372.5,0.0
2026-02-25 21:14:30,373.75,0.0
2026-02-25 21:14:45,375.0,0.0
2026-02-25 21:15:00,376.25,0.0
2026-02-25 21:15:15,377.5,0.0
2026-02-25 21:15:30,378.75,0.0
2026-02-25 21:15:45,380.0,0.0
2026-02-25 21:16:00,381.25,0.0
2026-02-25 21:16:15,382.5,0.0
2026-02-25 21:16:30,383.75,0.0
2026-02-25 21:16:45,385.0,0.0
2026-02-25 21:17:00,386.25,0.0
2026-02-25 21:17:15,387.5,0.0
2026-02-25 21:17:30,388.75,0.0
2026-02-25 21:17:45,390.0,0.0
2026-02-25 21:18:00,391.25,0.0
2026-02-25 21:18:15,392.5,0.0
2026-02-25 21:18:30,393.75,0.0
2026-02-25 21:18:45,395.0,0.0
2026-02-25 21:19:00,396.25,0.0
2026-02-25 21:19:15,397.5,0.0
2026-02-25 21:19:30,398.75,0.0
2026-02-25 21:19:45,400.0,0.0
2026-02-25 21:20:00,401.25,0.0
2026-02-25 21:20:15,402.5,0.0
2026-02-25 21:20:30,403.75,0.0
2026-02-25 21:20:45,405.0,0.0
2026-02-25 21:21:00,406.25,0.0
2026-02-25 21:21:15,407.5,0.0
2026-02-25 21:21:30,408.75,0.0
2026-02-25 21:21:45,410.0,0.0
2026-02-25 21:22:00,411.25,0.0
2026-02-25 21:22:15,412.5,0.0
2026-02-25 21:22:30,413.75,0.0
2026-02-25 21:22:45,415.0,0.0
2026-02-25 21:23:00,416.25,0.0
2026-02-25 21:23:15,417.5,0.0
2026-02-25 21:23:30,418.75,0.0
2026-02-25 21:23:45,420.0,0.0
2026-02-25 21:24:00,421.25,0.0
2026-02-25 21:24:15,422.5,0.0
2026-02-25 21:24:30,423.75,0.0
2026-02-25 21:24:45,425.0,0.0
2026-02-25 21:25:00,426.25,0.0
2026-02-25 21:25:15,427.5,0.0
2026-02-25 21:25:30,428.75,0.0
2026-02-25 21:25:45,430.0,0.0
2026-02-25 21:26:00,431.25,0.0
2026-02-25 21:26:15,432.5,0.0
2026-02-25 21:26:30,433.75,0.0
2026-02-25 21:26:45,435.0,0.0
2026-02-25 21:27:00,436.25,0.0
2026-02-25 21:27:15,437.5,0.0
2026-02-25 21:27:30,438.75,0.0
2026-02-25 21:27:45,440.0,0.0
2026-02-25 21:28:00,441.25,0.0
2026-02-25 21:28:15,442.5,0.0
2026-02-25 21:28:30,443.75,0.0
2026-02-25 21:28:45,445.0,0.0
2026-02-25 21:29:00,446.25,0.0
2026-02-25 21:29:15,447.5,0.0
2026-02-25 21:29:30,448.75,0.0
2026-02-25 21:29:45,450.0,0.0
2026-02-25 21:30:00,451.25,0.0
2026-02-25 21:30:15,452.5,0.0
2026-02-25 21:30:30,453.75,0.0
2026-02-25 21:30:45,455.0,0.0
2026-02-25 21:31:00,456.25,0.0
2026-02-25 21:31:15,457.5,0.0
2026-02-25 21:31:30,458.75,0.0
2026-02-25 21:31:45,460.0,0.0
2026-02-25 21:32:00,461.25,0.0
2026-02-25 21:32:15,462.5,0.0
2026-02-25 21:32:30,463.75,0.0
2026-02-25 21:32:45,465.0,0.0
2026-02-25 21:33:00,466.25,0.0
2026-02-25 21:33:15,467.5,0.0
2026-02-25 21:33:30,468.75,0.0
2026-02-25 21:33:45,470.0,0.0
2026-02-25 21:34:00,471.25,0.0
2026-02-25 21:34:15,472.5,0.0
2026-02-25 21:34:30,473.75,0.0
2026-02-25 21:34:45,475.0,0.0
2026-02-25 21:35:00,476.25,0.0
2026-02-25 21:35:15,477.5,0.0
2026-02-25 21:35:30,478.75,0.0
2026-02-25 21:35:45,480.0,0.0
2026-02-25 21:36:00,481.25,0.0
2026-02-25 21:36:15,482.5,0.0
2026-02-25 21:36:30,483.75,0.0
2026-02-25 21:36:45,485.0,0.0
2026-02-25 21:37:00,486.25,0.0
2026-02-25 21:37:15,487.5,0.0
2026-02-25 21:37:30,488.75,0.0
2026-02-25 21:37:45,490.0,0.0
2026-02-25 21:38:00,491.25,0.0
2026-02-25 21:38:15,492.5,0.0
2026-02-25 21:38:30,493.75,0.0
2026-02-25 21:38:45,495.0,0.0
2026-02-25 21:39:00,496.25,0.0
2026-02-25 21:39:15,497.5,0.0
2026-02-25 21:39:30,498.75,0.0
2026-02-25 21:39:45,500.0,0.0
2026-02-25 21:40:00,501.25,0.0
2026-02-25 21:40:15,502.5,0.0
2026-02-25 21:40:30,503.75,0.0
2026-02-25 21:40:45,505.0,0.0
2026-02-25 21:41:00,506.25,0.0
2026-02-25 21:41:15,507.5,0.0
2026-02-25 21:41:30,508.75,0.0
2026-02-25 21:41:45,510.0,0.0
2026-02-25 21:42:00,511.25,0.0
2026-02-25 21:42:15,512.5,0.0
2026-02-25 21:42:30,513.75,0.0
2026-02-25 21:42:45,515.0,0.0
2026-02-25 21:43:00,516.25,0.0
2026-02-25 21:43:15,517.5,0.0
2026-02-25 21:43:30,518.75,0.0
2026-02-25 21:43:45,520.0,0.0
2026-02-25 21:44:00,521.25,0.0
2026-02-25 21:44:15,522.5,0.0
2026-02-25 21:44:30,523.75,0.0
2026-02-25 21:44:45,525.0,0.0
2026-02-25 21:45:00,526.25,0.0
2026-02-25 21:45:15,527.5,0.0
2026-02-25 21:45:30,528.75,0.0
2026-02-25 21:45:45,530.0,0.0
2026-02-25 21:46:00,531.25,0.0
2026-02-25 21:46:15,532.5,0.0
2026-02-25 21:46:30,533.75,0.0
2026-02-25 21:46:45,535.0,0.0
2026-02-25 21:47:00,536.25,0.0
2026-02-25 21:47:15,537.5,0.0
2026-02-25 21:47:30,538.75,0.0
2026-02-25 21:47:45,540.0,0.0
2026-02-25 21:48:00,541.25,0.0
2026-02-25 21:48:15,542.5,0.0
2026-02-25 21:48:30,543.75,0.0
2026-02-25 21:48:45,545.0,0.0
2026-02-25 21:49:00,546.25,0.0
2026-02-25 21:49:15,547.5,0.0
2026-02-25 21:49:30,548.75,0.0
2026-02-25 21:49:45,550.0,0.0
2026-02-25 21:50:00,551.25,0.0
2026-02-25 21:50:15,552.5,0.0
2026-02-25 21:50:30,553.75,0.0
2026-02-25 21:50:45,555.0,0.0
2026-02-25 21:51:00,556.25,0.0
2026-02-25 21:51:15,557.5,0.0
2026-02-25 21:51:30,558.75,0.0
2026-02-25 21:51:45,560.0,0.0
2026-02-25 21:52:00,561.25,0.0
2026-02-25 21:52:15,562.5,0.0
2026-02-25 21:52:30,563.75,0.0
2026-02-25 21:52:45,565.0,0.0
2026-02-25 21:53:00,566.25,0.0
2026-02-25 21:53:15,567.5,0.0
2026-02-25 21:53:30,568.75,0.0
2026-02-25 21:53:45,570.0,0.0
2026-02-25 21:54:00,571.25,0.0
2026-02-25 21:54:15,572.5,0.0
2026-02-25 21:54:30,573.75,0.0
2026-02-25 21:54:45,575.0,0.0
2026-02-25 21:55:00,576.25,0.0
2026-02-25 21:55:15,577.5,0.0
2026-02-25 21:55:30,578.75,0.0
2026-02-25 21:55:45,580.0,0.0
2026-02-25 21:56:00,581.25,0.0
2026-02-25 21:56:15,582.5,0.0
2026-02-25 21:56:30,583.75,0.0
2026-02-25 21:56:45,585.0,0.0
2026-02-25 21:57:00,586.25,0.0
2026-02-25 21:57:15,587.5,0.0
2026-02-25 21:57:30,588.75,0.0
2026-02-25 21:57:45,590.0,0.0
2026-02-25 21:58:00,591.25,0.0
2026-02-25 21:58:15,592.5,0.0
2026-02-25 21:58:30,593.75,0.0
2026-02-25 21:58:45,595.0,0.0
2026-02-25 21:59:00,596.25,0.0
2026-02-25 21:59:15,597.5,0.0
2026-02-25 21:59:30,598.75,0.0
2026-02-25 21:59:45,600.0,0.0
2026-02-25 22:00:00,601.25,0.0
2026-02-25 22:00:15,602.5,0.0
2026-02-25 22:00:30,603.75,0.0
2026-02-25 22:00:45,605.0,0.0
2026-02-25 22:01:00,606.25,0.0
2026-02-25 22:01:15,607.5,0.0
2026-02-25 22:01:30,608.75,0.0
2026-02-25 22:01:45,610.0,0.0
2026-02-25 22:02:00,611.25,0.0
2026-02-25 22:02:15,612.5,0.0
2026-02-25 22:02:30,613.75,0.0
2026-02-25 22:02:45,615.0,0.0
2026-02-25 22:03:00,616.25,0.0
2026-02-25 22:03:15,617.5,0.0
2026-02-25 22:03:30,618.75,0.0
2026-02-25 22:03:45,620.0,0.0
2026-02-25 22:04:00,621.25,0.0
2026-02-25 22:04:15,622.5,0.0
2026-02-25 22:04:30,623.75,0.0
2026-02-25 22:04:45,625.0,0.0
2026-02-25 22:05:00,626.25,0.0
2026-02-25 22:05:15,627.5,0.0
2026-02-25 22:05:30,628.75,0.0
2026-02-25 22:05:45,630.0,0.0
2026-02-25 22:06:00,631.25,0.0
2026-02-25 22:06:15,632.5,0.0
2026-02-25 22:06:30,633.75,0.0
2026-02-25 22:06:45,635.0,0.0
2026-02-25 22:07:00,636.25,0.0
2026-02-25 22:07:15,637.5,0.0
2026-02-25 22:07:30,638.75,0.0
2026-02-25 22:07:45,640.0,0.0
2026-02-25 22:08:00,641.25,0.0
2026-02-25 22:08:15,642.5,0.0
2026-02-25 22:08:30,643.75,0.0
2026-02-25 22:08:45,645.0,0.0
2026-02-25 22:09:00,646.25,0.0
2026-02-25 22:09:15,647.5,0.0
2026-02-25 22:09:30,648.75,0.0
2026-02-25 22:09:45,650.0,0.0
2026-02-25 22:10:00,651.25,0.0
2026-02-25 22:10:15,652.5,0.0
2026-02-25 22:10:30,653.75,0.0
2026-02-25 22:10:45,655.0,0.0
2026-02-25 22:11:00,656.25,0.0
2026-02-25 22:11:15,657.5,0.0
2026-02-25 22:11:30,658.75,0.0
2026-02-25 22:11:45,660.0,0.0
2026-02-25 22:12:00,661.25,0.0
2026-02-25 22:12:15,662.5,0.0
2026-02-25 22:12:30,663.75,0.0
2026-02-25 22:12:45,665.0,0.0
2026-02-25 22:13:00,666.25,0.0
2026-02-25 22:13:15,667.5,0.0
2026-02-25 22:13:30,668.75,0.0
2026-02-25 22:13:45,670.0,0.0
2026-02-25 22:14:00,671.25,0.0
2026-02-25 22:14:15,672.5,0.0
2026-02-25 22:14:30,673.75,0.0
2026-02-25 22:14:45,675.0,0.0
2026-02-25 22:15:00,676.25,0.0
2026-02-25 22:15:15,677.5,0.0
2026-02-25 22:15:30,678.75,0.0
2026-02-25 22:15:45,680.0,0.0
2026-02-25 22:16:00,681.25,0.0
2026-02-25 22:16:15,682.5,0.0
2026-02-25 22:16:30,683.75,0.0
2026-02-25 22:16:45,685.0,0.0
2026-02-25 22:17:00,686.25,0.0
2026-02-25 22:17:15,687.5,0.0
2026-02-25 22:17:30,688.75,0.0
2026-02-25 22:17:45,690.0,0.0
2026-02-25 22:18:00,691.25,0.0
2026-02-25 22:18:15,692.5,0.0
2026-02-25 22:18:30,693.75,0.0
2026-02-25 22:18:45,695.0,0.0
2026-02-25 22:19:00,696.25,0.0
2026-02-25 22:19:15,697.5,0.0
2026-02-25 22:19:30,698.75,0.0
2026-02-25 22:19:45,700.0,0.0
2026-02-25 22:20:00,701.25,0.0
2026-02-25 22:20:15,702.5,0.0
2026-02-25 22:20:30,703.75,0.0
2026-02-25 22:20:45,705.0,0.0
2026-02-25 22:21:00,706.25,0.0
2026-02-25 22:21:15,707.5,0.0
2026-02-25 22:21:30,708.75,0.0
2026-02-25 22:21:45,710.0,0.0
2026-02-25 22:22:00,711.25,0.0
2026-02-25 22:22:15,712.5,0.0
2026-02-25 22:22:30,713.75,0.0
2026-02-25 22:22:45,715.0,0.0
2026-02-25 22:23:00,716.25,0.0
2026-02-25 22:23:15,717.5,0.0
2026-02-25 22:23:30,718.75,0.0
2026-02-25 22:23:45,720.0,0.0
2026-02-25 22:24:00,721.25,0.0
2026-02-25 22:24:15,722.5,0.0
2026-02-25 22:24:30,723.75,0.0
2026-02-25 22:24:45,725.0,0.0
2026-02-25 22:25:00,726.25,0.0
2026-02-25 22:25:15,727.5,0.0
2026-02-25 22:25:30,728.75,0.0
2026-02-25 22:25:45,730.0,0.0
2026-02-25 22:26:00,731.25,0.0
2026-02-25 22:26:15,732.5,0.0
2026-02-25 22:26:30,733.75,0.0
2026-02-25 22:26:45,735.0,0.0
2026-02-25 22:27:00,736.25,0.0
2026-02-25 22:27:15,737.5,0.0
2026-02-25 22:27:30,738.75,0.0
2026-02-25 22:27:45,740.0,0.0
2026-02-25 22:28:00,741.25,0.0
2026-02-25 22:28:15,742.5,0.0
2026-02-25 22:28:30,743.75,0.0
2026-02-25 22:28:45,745.0,0.0
2026-02-25 22:29:00,746.25,0.0
2026-02-25 22:29:15,747.5,0.0
2026-02-25 22:29:30,748.75,0.0
2026-02-25 22:29:45,750.0,0.0
2026-02-25 22:30:00,751.25,0.0
