time,正向有功总电能,反向有功总电能
2026-02-25 21:08:45,160.591,0.0
2026-02-25 21:09:00,161.443,0.0
2026-02-25 21:09:15,162.296,0.0
2026-02-25 21:09:30,163.148,0.0
2026-02-25 21:09:45,164.0,0.0
2026-02-25 21:10:00,164.854,0.0
2026-02-25 21:10:15,165.708,0.0
2026-02-25 21:10:30,166.563,0.0
2026-02-25 21:10:45,167.417,0.0
2026-02-25 21:11:00,168.27,0.0
2026-02-25 21:11:15,169.123,0.0
2026-02-25 21:11:30,169.975,0.0
2026-02-25 21:11:45,170.828,0.0
2026-02-25 21:12:00,171.68,0.0
2026-02-25 21:12:15,172.532,0.0
2026-02-25 21:12:30,173.383,0.0
2026-02-25 21:12:45,174.235,0.0
2026-02-25 21:13:00,175.085,0.0
2026-02-25 21:13:15,175.936,0.0
2026-02-25 21:13:30,176.786,0.0
2026-02-25 21:13:45,177.637,0.0
2026-02-25 21:14:00,178.486,0.0
2026-02-25 21:14:15,179.335,0.0
2026-02-25 21:14:30,180.184,0.0
2026-02-25 21:14:45,181.033,0.0
2026-02-25 21:15:00,181.881,0.0
2026-02-25 21:15:15,182.729,0.0
2026-02-25 21:15:30,183.577,0.0
2026-02-25 21:15:45,184.425,0.0
2026-02-25 21:16:00,185.272,0.0
2026-02-25 21:16:15,186.118,0.0
2026-02-25 21:16:30,186.965,0.0
2026-02-25 21:16:45,187.812,0.0
2026-02-25 21:17:00,188.657,0.0
2026-02-25 21:17:15,189.502,0.0
2026-02-25 21:17:30,190.348,0.0
2026-02-25 21:17:45,191.193,0.0
2026-02-25 21:18:00,192.037,0.0
2026-02-25 21:18:15,192.882,0.0
2026-02-25 21:18:30,193.726,0.0
2026-02-25 21:18:45,194.57,0.0
2026-02-25 21:19:00,195.413,0.0
2026-02-25 21:19:15,196.256,0.0
2026-02-25 21:19:30,197.099,0.0
2026-02-25 21:19:45,197.942,0.0
2026-02-25 21:20:00,198.783,0.0
2026-02-25 21:20:15,199.625,0.0
2026-02-25 21:20:30,200.467,0.0
2026-02-25 21:20:45,201.308,0.0
2026-02-25 21:21:00,202.143,0.0
2026-02-25 21:21:15,202.978,0.0
2026-02-25 21:21:30,203.813,0.0
2026-02-25 21:21:45,204.648,0.0
2026-02-25 21:22:00,205.477,0.0
2026-02-25 21:22:15,206.305,0.0
2026-02-25 21:22:30,207.133,0.0
2026-02-25 21:22:45,207.962,0.0
2026-02-25 21:23:00,208.783,0.0
2026-02-25 21:23:15,209.605,0.0
2026-02-25 21:23:30,210.427,0.0
2026-02-25 21:23:45,211.248,0.0
2026-02-25 21:24:00,212.063,0.0
2026-02-25 21:24:15,212.878,0.0
2026-02-25 21:24:30,213.693,0.0
2026-02-25 21:24:45,214.508,0.0
2026-02-25 21:25:00,215.317,0.0
2026-02-25 21:25:15,216.125,0.0
2026-02-25 21:25:30,216.933,0.0
2026-02-25 21:25:45,217.742,0.0
2026-02-25 21:26:00,218.543,0.0
2026-02-25 21:26:15,219.345,0.0
2026-02-25 21:26:30,220.147,0.0
2026-02-25 21:26:45,220.948,0.0
2026-02-25 21:27:00,221.743,0.0
2026-02-25 21:27:15,222.538,0.0
2026-02-25 21:27:30,223.333,0.0
2026-02-25 21:27:45,224.128,0.0
2026-02-25 21:28:00,224.917,0.0
2026-02-25 21:28:15,225.705,0.0
2026-02-25 21:28:30,226.493,0.0
2026-02-25 21:28:45,227.282,0.0
2026-02-25 21:29:00,228.063,0.0
2026-02-25 21:29:15,228.845,0.0
2026-02-25 21:29:30,229.627,0.0
2026-02-25 21:29:45,230.408,0.0
2026-02-25 21:30:00,231.183,0.0
2026-02-25 21:30:15,231.958,0.0
2026-02-25 21:30:30,232.733,0.0
2026-02-25 21:30:45,233.508,0.0
2026-02-25 21:31:00,234.277,0.0
2026-02-25 21:31:15,235.045,0.0
2026-02-25 21:31:30,235.813,0.0
2026-02-25 21:31:45,236.582,0.0
2026-02-25 21:32:00,237.343,0.0
2026-02-25 21:32:15,238.105,0.0
2026-02-25 21:32:30,238.867,0.0
2026-02-25 21:32:45,239.628,0.0
2026-02-25 21:33:00,240.383,0.0
2026-02-25 21:33:15,241.138,0.0
2026-02-25 21:33:30,241.893,0.0
2026-02-25 21:33:45,242.648,0.0
2026-02-25 21:34:00,243.397,0.0
2026-02-25 21:34:15,244.145,0.0
2026-02-25 21:34:30,244.893,0.0
2026-02-25 21:34:45,245.642,0.0
2026-02-25 21:35:00,246.383,0.0
2026-02-25 21:35:15,247.125,0.0
2026-02-25 21:35:30,247.867,0.0
2026-02-25 21:35:45,248.608,0.0
2026-02-25 21:36:00,249.341,0.0
2026-02-25 21:36:15,250.073,0.0
2026-02-25 21:36:30,250.806,0.0
2026-02-25 21:36:45,251.538,0.0
2026-02-25 21:37:00,252.262,0.0
2026-02-25 21:37:15,252.985,0.0
2026-02-25 21:37:30,253.708,0.0
2026-02-25 21:37:45,254.432,0.0
2026-02-25 21:38:00,255.146,0.0
2026-02-25 21:38:15,255.86,0.0
2026-02-25 21:38:30,256.574,0.0
2026-02-25 21:38:45,257.288,0.0
2026-02-25 21:39:00,257.993,0.0
2026-02-25 21:39:15,258.698,0.0
2026-02-25 21:39:30,259.403,0.0
2026-02-25 21:39:45,260.108,0.0
2026-02-25 21:40:00,260.804,0.0
2026-02-25 21:40:15,261.5,0.0
2026-02-25 21:40:30,262.196,0.0
2026-02-25 21:40:45,262.892,0.0
2026-02-25 21:41:00,263.578,0.0
2026-02-25 21:41:15,264.265,0.0
2026-02-25 21:41:30,264.952,0.0
2026-02-25 21:41:45,265.638,0.0
2026-02-25 21:42:00,266.316,0.0
2026-02-25 21:42:15,266.993,0.0
2026-02-25 21:42:30,267.671,0.0
2026-02-25 21:42:45,268.348,0.0
2026-02-25 21:43:00,269.017,0.0
2026-02-25 21:43:15,269.685,0.0
2026-02-25 21:43:30,270.353,0.0
2026-02-25 21:43:45,271.022,0.0
2026-02-25 21:44:00,271.681,0.0
2026-02-25 21:44:15,272.34,0.0
2026-02-25 21:44:30,272.999,0.0
2026-02-25 21:44:45,273.658,0.0
2026-02-25 21:45:00,274.308,0.0
2026-02-25 21:45:15,274.958,0.0
2026-02-25 21:45:30,275.608,0.0
2026-02-25 21:45:45,276.258,0.0
2026-02-25 21:46:00,276.899,0.0
2026-02-25 21:46:15,277.54,0.0
2026-02-25 21:46:30,278.181,0.0
2026-02-25 21:46:45,278.822,0.0
2026-02-25 21:47:00,279.453,0.0
2026-02-25 21:47:15,280.085,0.0
2026-02-25 21:47:30,280.717,0.0
2026-02-25 21:47:45,281.348,0.0
2026-02-25 21:48:00,281.971,0.0
2026-02-25 21:48:15,282.593,0.0
2026-02-25 21:48:30,283.216,0.0
2026-02-25 21:48:45,283.838,0.0
2026-02-25 21:49:00,284.452,0.0
2026-02-25 21:49:15,285.065,0.0
2026-02-25 21:49:30,285.678,0.0
2026-02-25 21:49:45,286.292,0.0
2026-02-25 21:50:00,286.896,0.0
2026-02-25 21:50:15,287.5,0.0
2026-02-25 21:50:30,288.104,0.0
2026-02-25 21:50:45,288.708,0.0
2026-02-25 21:51:00,289.301,0.0
2026-02-25 21:51:15,289.894,0.0
2026-02-25 21:51:30,290.488,0.0
2026-02-25 21:51:45,291.081,0.0
2026-02-25 21:52:00,291.662,0.0
2026-02-25 21:52:15,292.244,0.0
2026-02-25 21:52:30,292.826,0.0
2026-02-25 21:52:45,293.408,0.0
2026-02-25 21:53:00,293.979,0.0
2026-02-25 21:53:15,294.55,0.0
2026-02-25 21:53:30,295.121,0.0
2026-02-25 21:53:45,295.692,0.0
2026-02-25 21:54:00,296.251,0.0
2026-02-25 21:54:15,296.811,0.0
2026-02-25 21:54:30,297.371,0.0
2026-02-25 21:54:45,297.931,0.0
2026-02-25 21:55:00,298.479,0.0
2026-02-25 21:55:15,299.028,0.0
2026-02-25 21:55:30,299.576,0.0
2026-02-25 21:55:45,300.125,0.0
2026-02-25 21:56:00,300.662,0.0
2026-02-25 21:56:15,301.2,0.0
2026-02-25 21:56:30,301.737,0.0
2026-02-25 21:56:45,302.275,0.0
2026-02-25 21:57:00,302.801,0.0
2026-02-25 21:57:15,303.328,0.0
2026-02-25 21:57:30,303.854,0.0
2026-02-25 21:57:45,304.381,0.0
2026-02-25 21:58:00,304.896,0.0
2026-02-25 21:58:15,305.411,0.0
2026-02-25 21:58:30,305.926,0.0
2026-02-25 21:58:45,306.442,0.0
2026-02-25 21:59:00,306.946,0.0
2026-02-25 21:59:15,307.45,0.0
2026-02-25 21:59:30,307.954,0.0
2026-02-25 21:59:45,308.458,0.0
2026-02-25 22:00:00,308.951,0.0
2026-02-25 22:00:15,309.444,0.0
2026-02-25 22:00:30,309.937,0.0
2026-02-25 22:00:45,310.431,0.0
2026-02-25 22:01:00,310.912,0.0
2026-02-25 22:01:15,311.394,0.0
2026-02-25 22:01:30,311.876,0.0
2026-02-25 22:01:45,312.358,0.0
2026-02-25 22:02:00,312.829,0.0
2026-02-25 22:02:15,313.3,0.0
2026-02-25 22:02:30,313.771,0.0
2026-02-25 22:02:45,314.242,0.0
2026-02-25 22:03:00,314.701,0.0
2026-02-25 22:03:15,315.161,0.0
2026-02-25 22:03:30,315.621,0.0
2026-02-25 22:03:45,316.081,0.0
2026-02-25 22:04:00,316.529,0.0
2026-02-25 22:04:15,316.978,0.0
2026-02-25 22:04:30,317.426,0.0
2026-02-25 22:04:45,317.875,0.0
2026-02-25 22:05:00,318.313,0.0
2026-02-25 22:05:15,318.75,0.0
2026-02-25 22:05:30,319.188,0.0
2026-02-25 22:05:45,319.625,0.0
2026-02-25 22:06:00,320.052,0.0
2026-02-25 22:06:15,320.479,0.0
2026-02-25 22:06:30,320.907,0.0
2026-02-25 22:06:45,321.334,0.0
2026-02-25 22:07:00,321.751,0.0
2026-02-25 22:07:15,322.168,0.0
2026-02-25 22:07:30,322.585,0.0
2026-02-25 22:07:45,323.002,0.0
2026-02-25 22:08:00,323.408,0.0
2026-02-25 22:08:15,323.815,0.0
2026-02-25 22:08:30,324.222,0.0
2026-02-25 22:08:45,324.628,0.0
2026-02-25 22:09:00,325.025,0.0
2026-02-25 22:09:15,325.421,0.0
2026-02-25 22:09:30,325.818,0.0
2026-02-25 22:09:45,326.214,0.0
2026-02-25 22:10:00,326.6,0.0
2026-02-25 22:10:15,326.986,0.0
2026-02-25 22:10:30,327.372,0.0
2026-02-25 22:10:45,327.758,0.0
2026-02-25 22:11:00,328.134,0.0
2026-02-25 22:11:15,328.51,0.0
2026-02-25 22:11:30,328.886,0.0
2026-02-25 22:11:45,329.262,0.0
2026-02-25 22:12:00,329.627,0.0
2026-02-25 22:12:15,329.993,0.0
2026-02-25 22:12:30,330.358,0.0
2026-02-25 22:12:45,330.724,0.0
2026-02-25 22:13:00,331.079,0.0
2026-02-25 22:13:15,331.434,0.0
2026-02-25 22:13:30,331.79,0.0
2026-02-25 22:13:45,332.145,0.0
2026-02-25 22:14:00,332.49,0.0
2026-02-25 22:14:15,332.835,0.0
2026-02-25 22:14:30,333.18,0.0
2026-02-25 22:14:45,333.525,0.0
2026-02-25 22:15:00,333.86,0.0
2026-02-25 22:15:15,334.194,0.0
2026-02-25 22:15:30,334.529,0.0
2026-02-25 22:15:45,334.864,0.0
2026-02-25 22:16:00,335.188,0.0
2026-02-25 22:16:15,335.513,0.0
2026-02-25 22:16:30,335.837,0.0
2026-02-25 22:16:45,336.162,0.0
2026-02-25 22:17:00,336.476,0.0
2026-02-25 22:17:15,336.79,0.0
2026-02-25 22:17:30,337.104,0.0
2026-02-25 22:17:45,337.418,0.0
2026-02-25 22:18:00,337.722,0.0
2026-02-25 22:18:15,338.026,0.0
2026-02-25 22:18:30,338.33,0.0
2026-02-25 22:18:45,338.634,0.0
2026-02-25 22:19:00,338.928,0.0
2026-02-25 22:19:15,339.221,0.0
2026-02-25 22:19:30,339.515,0.0
2026-02-25 22:19:45,339.808,0.0
2026-02-25 22:20:00,340.092,0.0
2026-02-25 22:20:15,340.375,0.0
2026-02-25 22:20:30,340.658,0.0
2026-02-25 22:20:45,340.942,0.0
2026-02-25 22:21:00,341.215,0.0
2026-02-25 22:21:15,341.489,0.0
2026-02-25 22:21:30,341.763,0.0
2026-02-25 22:21:45,342.037,0.0
2026-02-25 22:22:00,342.301,0.0
2026-02-25 22:22:15,342.565,0.0
2026-02-25 22:22:30,342.829,0.0
2026-02-25 22:22:45,343.093,0.0
2026-02-25 22:23:00,343.348,0.0
2026-02-25 22:23:15,343.603,0.0
2026-02-25 22:23:30,343.857,0.0
2026-02-25 22:23:45,344.112,0.0
2026-02-25 22:24:00,344.357,0.0
2026-02-25 22:24:15,344.602,0.0
2026-02-25 22:24:30,344.847,0.0
2026-02-25 22:24:45,345.092,0.0
2026-02-25 22:25:00,345.327,0.0
2026-02-25 22:25:15,345.563,0.0
2026-02-25 22:25:30,345.798,0.0
2026-02-25 22:25:45,346.033,0.0
2026-02-25 22:26:00,346.259,0.0
2026-02-25 22:26:15,346.485,0.0
2026-02-25 22:26:30,346.711,0.0
2026-02-25 22:26:45,346.937,0.0
2026-02-25 22:27:00,347.153,0.0
2026-02-25 22:27:15,347.369,0.0
2026-02-25 22:27:30,347.585,0.0
2026-02-25 22:27:45,347.802,0.0
2026-02-25 22:28:00,348.008,0.0
2026-02-25 22:28:15,348.215,0.0
2026-02-25 22:28:30,348.422,0.0
2026-02-25 22:28:45,348.628,0.0
2026-02-25 22:29:00,348.825,0.0
2026-02-25 22:29:15,349.023,0.0
2026-02-25 22:29:30,349.22,0.0
2026-02-25 22:29:45,349.417,0.0
2026-02-25 22:30:00,349.604,0.0
